id,host_phylum,host_class,host_order,host_family,host_genus,host_species,site,area,reef_bay,collection_latitude,collection_longitude,collection_date,collection_year,collection_month,collection_depth,site_zone,number,no_sp,no_sp_lo,full_sample_id,m_y,m_y_s_z,sample_full,coral_species,Timepoint,bio_locator,site_zone,depth_m,f_reads_name,r_reads_name,sample_name_bioac,lat_lon
J2,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,siderea,SMB,SM,bay,12.26947,69.12917,202003,2020,March,1,SM_bay,14,14_siderea,14_siderea_SM_bay,14SSSMBMarch2020,March_2020,March_2020_SM_bay,SM_bay_J2_March_2020,Siderastrea siderea,Mar-20,Curaçao: Santa Martha Bay,Santa Martha Bay,1 m,J2_R1_NoIll.fastq.gz,J2_R2_NoIll.fastq.gz,J2_R1_NoIll,12.26947 N 69.12917 W
J3,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,siderea,SMB,SM,bay,12.26947,69.12917,202003,2020,March,1,SM_bay,10,10_siderea,10_siderea_SM_bay,100SSSMBMarch2020,March_2020,March_2020_SM_bay,SM_bay_J3_March_2020,Siderastrea siderea,Mar-20,Curaçao: Santa Martha Bay,Santa Martha Bay,1 m,J3_R1_NoIll.fastq.gz,J3_R2_NoIll.fastq.gz,J3_R1_NoIll,12.26947 N 69.12917 W
J4,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,siderea,SMR,SM,reef,12.26654,69.12768,202003,2020,March,5,SM_reef,3,3_siderea,3_siderea_SM_reef,3SSSMRMarch2020,March_2020,March_2020_SM_reef,SM_reef_J4_March_2020,Siderastrea siderea,Mar-20,Curaçao: Santa Martha Reef,Santa Martha Reef,5 m,J4_R1_NoIll.fastq.gz,J4_R2_NoIll.fastq.gz,J4_R1_NoIll,12.26654 N 69.12768 W
J5,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,siderea,SMR,SM,reef,12.26654,69.12768,202003,2020,March,5,SM_reef,65,65_siderea,65_siderea_SM_reef,65SSSMRMarch2020,March_2020,March_2020_SM_reef,SM_reef_J5_March_2020,Siderastrea siderea,Mar-20,Curaçao: Santa Martha Reef,Santa Martha Reef,5 m,J5_R1_NoIll.fastq.gz,J5_R2_NoIll.fastq.gz,J5_R1_NoIll,12.26654 N 69.12768 W
J6,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,radians,SWB,SW,bay,12.07093,68.8585,202003,2020,March,1,SW_bay,9,9_radians,9_radians_SW_bay,9SRSWBMarch2020,March_2020,March_2020_SW_bay,SW_bay_J6_March_2020,Siderastrea radians,Mar-20,Curaçao: Spaanse Water Bay,Spaanse Water Bay,1 m,J6_R1_NoIll.fastq.gz,J6_R2_NoIll.fastq.gz,J6_R1_NoIll,12.07093 N 68.8585 W
J7,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,radians,SMB,SM,bay,12.26947,69.12917,202003,2020,March,1,SM_bay,81,81_radians,81_radians_SM_bay,81SRSMBMarch2020,March_2020,March_2020_SM_bay,SM_bay_J7_March_2020,Siderastrea radians,Mar-20,Curaçao: Santa Martha Bay,Santa Martha Bay,1 m,J7_R1_NoIll.fastq.gz,J7_R2_NoIll.fastq.gz,J7_R1_NoIll,12.26947 N 69.12917 W
J8,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,radians,SMB,SM,bay,12.26947,69.12917,202003,2020,March,1,SM_bay,94,94_radians,94_radians_SM_bay,94SRSMBMarch2020,March_2020,March_2020_SM_bay,SM_bay_J8_March_2020,Siderastrea radians,Mar-20,Curaçao: Santa Martha Bay,Santa Martha Bay,1 m,J8_R1_NoIll.fastq.gz,J8_R2_NoIll.fastq.gz,J8_R1_NoIll,12.26947 N 69.12917 W
J9,cnidaria,anthozoa,scleractinia,Poritidae,Porites,astreoides,SWB,SW,bay,12.07093,68.8585,202003,2020,March,1,SW_bay,1,1_astreoides,1_astreoides_SW_bay,1PASWBMarch2020,March_2020,March_2020_SW_bay,SW_bay_J9_March_2020,Porites astreoides,Mar-20,Curaçao: Spaanse Water Bay,Spaanse Water Bay,1 m,J9_R1_NoIll.fastq.gz,J9_R2_NoIll.fastq.gz,J9_R1_NoIll,12.07093 N 68.8585 W
K1,cnidaria,anthozoa,scleractinia,Poritidae,Porites,astreoides,DB,SW,bay,12.06624,68.86019,202003,2020,March,1,SW_bay,12,12_astreoides,12_astreoides_SW_bay,12PADBMarch2020,March_2020,March_2020_SW_bay,SW_bay_K1_March_2020,Porites astreoides,Mar-20,Curaçao: Spaanse Water Bay,Spaanse Water Bay,1 m,K1_R1_NoIll.fastq.gz,K1_R2_NoIll.fastq.gz,K1_R1_NoIll,12.06624 N 68.86019 W
K10,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,siderea,SMR,SM,reef,12.26654,69.12768,202011,2020,November,5,SM_reef,72,72_siderea,72_siderea_SM_reef,72SSSMRNovember2020,November_2020,November_2020_SM_reef,SM_reef_K10_November_2020,Siderastrea siderea,Nov-20,Curaçao: Santa Martha Reef,Santa Martha Reef,5 m,K10_R1_NoIll.fastq.gz,K10_R2_NoIll.fastq.gz,K10_R1_NoIll,12.26654 N 69.12768 W
K11,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,radians,SWB,SW,bay,12.07093,68.8585,202011,2020,November,1,SW_bay,58,58_radians,58_radians_SW_bay,58SRSWBNovember2020,November_2020,November_2020_SW_bay,SW_bay_K11_November_2020,Siderastrea radians,Nov-20,Curaçao: Spaanse Water Bay,Spaanse Water Bay,1 m,K11_R1_NoIll.fastq.gz,K11_R2_NoIll.fastq.gz,K11_R1_NoIll,12.07093 N 68.8585 W
K12,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,radians,SWB,SW,bay,12.07093,68.8585,202011,2020,November,1,SW_bay,9,9_radians,9_radians_SW_bay,9SRSWBNovember2020,November_2020,November_2020_SW_bay,SW_bay_K12_November_2020,Siderastrea radians,Nov-20,Curaçao: Spaanse Water Bay,Spaanse Water Bay,1 m,K12_R1_NoIll.fastq.gz,K12_R2_NoIll.fastq.gz,K12_R1_NoIll,12.07093 N 68.8585 W
K2,cnidaria,anthozoa,scleractinia,Poritidae,Porites,astreoides,DB,SW,bay,12.06624,68.86019,202003,2020,March,1,SW_bay,87,87_astreoides,87_astreoides_SW_bay,87PADBMarch2020,March_2020,March_2020_SW_bay,SW_bay_K2_March_2020,Porites astreoides,Mar-20,Curaçao: Spaanse Water Bay,Spaanse Water Bay,1 m,K2_R1_NoIll.fastq.gz,K2_R2_NoIll.fastq.gz,K2_R1_NoIll,12.06624 N 68.86019 W
K3,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,siderea,SWB,SW,bay,12.07093,68.8585,202011,2020,November,1,SW_bay,XX,XX_siderea,XX_siderea_SW_bay,XXSSSWBNovember2020,November_2020,November_2020_SW_bay,SW_bay_K3_November_2020,Siderastrea siderea,Nov-20,Curaçao: Spaanse Water Bay,Spaanse Water Bay,1 m,K3_R1_NoIll.fastq.gz,K3_R2_NoIll.fastq.gz,K3_R1_NoIll,12.07093 N 68.8585 W
K4,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,siderea,SWB,SW,bay,12.07093,68.8585,202011,2020,November,1,SW_bay,71,71_siderea,71_siderea_SW_bay,71SSSWBNovember2020,November_2020,November_2020_SW_bay,SW_bay_K4_November_2020,Siderastrea siderea,Nov-20,Curaçao: Spaanse Water Bay,Spaanse Water Bay,1 m,K4_R1_NoIll.fastq.gz,K4_R2_NoIll.fastq.gz,K4_R1_NoIll,12.07093 N 68.8585 W
K5,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,siderea,DB,SW,reef,12.06624,68.86019,202011,2020,November,5,SW_reef,10,10_siderea,10_siderea_SW_reef,10SSDBNovember2020,November_2020,November_2020_SW_reef,SW_reef_K5_November_2020,Siderastrea siderea,Nov-20,Curaçao: Spaanse Water Reef,Spaanse Water Reef,5 m,K5_R1_NoIll.fastq.gz,K5_R2_NoIll.fastq.gz,K5_R1_NoIll,12.06624 N 68.86019 W
K6,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,siderea,DB,SW,reef,12.06624,68.86019,202011,2020,November,5,SW_reef,41,41_siderea,41_siderea_SW_reef,41SSDBNovember2020,November_2020,November_2020_SW_reef,SW_reef_K6_November_2020,Siderastrea siderea,Nov-20,Curaçao: Spaanse Water Reef,Spaanse Water Reef,5 m,K6_R1_NoIll.fastq.gz,K6_R2_NoIll.fastq.gz,K6_R1_NoIll,12.06624 N 68.86019 W
K7,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,siderea,SMB,SM,bay,12.26947,69.12917,202011,2020,November,1,SM_bay,8,8_siderea,8_siderea_SM_bay,8SSSMBNovember2020,November_2020,November_2020_SM_bay,SM_bay_K7_November_2020,Siderastrea siderea,Nov-20,Curaçao: Santa Martha Bay,Santa Martha Bay,1 m,K7_R1_NoIll.fastq.gz,K7_R2_NoIll.fastq.gz,K7_R1_NoIll,12.26947 N 69.12917 W
K8,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,siderea,SMB,SM,bay,12.26947,69.12917,202011,2020,November,1,SM_bay,40,40_siderea,40_siderea_SM_bay,40SSSMBNovember2020,November_2020,November_2020_SM_bay,SM_bay_K8_November_2020,Siderastrea siderea,Nov-20,Curaçao: Santa Martha Bay,Santa Martha Bay,1 m,K8_R1_NoIll.fastq.gz,K8_R2_NoIll.fastq.gz,K8_R1_NoIll,12.26947 N 69.12917 W
K9,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,siderea,SMR,SM,reef,12.26654,69.12768,202011,2020,November,5,SM_reef,48,48_siderea,48_siderea_SM_reef,48SSSMRNovember2020,November_2020,November_2020_SM_reef,SM_reef_K9_November_2020,Siderastrea siderea,Nov-20,Curaçao: Santa Martha Reef,Santa Martha Reef,5 m,K9_R1_NoIll.fastq.gz,K9_R2_NoIll.fastq.gz,K9_R1_NoIll,12.26654 N 69.12768 W
L1,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,radians,SWB,SW,bay,12.07093,68.8585,202011,2020,November,1,SW_bay,91,91_radians,91_radians_SW_bay,91SRSWBNovember2020_duplicate,November_2020,November_2020_SW_bay,SW_bay_L1_November_2020,Siderastrea radians,Nov-20,Curaçao: Spaanse Water Bay,Spaanse Water Bay,1 m,L1_R1_NoIll.fastq.gz,L1_R2_NoIll.fastq.gz,L1_R1_NoIll,12.07093 N 68.8585 W
L10,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,siderea,SMB,SM,bay,12.26947,69.12917,202111,2021,November,1,SM_bay,8,8_siderea,8_siderea_SM_bay,8SSSMBNovember2021,November_2021,November_2021_SM_bay,SM_bay_L10_November_2021,Siderastrea siderea,Nov-21,Curaçao: Santa Martha Bay,Santa Martha Bay,1 m,L10_R1_NoIll.fastq.gz,L10_R2_NoIll.fastq.gz,L10_R1_NoIll,12.26947 N 69.12917 W
L11,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,siderea,SMB,SM,bay,12.26947,69.12917,202111,2021,November,1,SM_bay,18,18_siderea,18_siderea_SM_bay,18SSSMBNovember2021,November_2021,November_2021_SM_bay,SM_bay_L11_November_2021,Siderastrea siderea,Nov-21,Curaçao: Santa Martha Bay,Santa Martha Bay,1 m,L11_R1_NoIll.fastq.gz,L11_R2_NoIll.fastq.gz,L11_R1_NoIll,12.26947 N 69.12917 W
L12,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,siderea,SMB,SM,bay,12.26947,69.12917,202111,2021,November,1,SM_bay,33,33_siderea,33_siderea_SM_bay,33SSSMBNovember2021,November_2021,November_2021_SM_bay,SM_bay_L12_November_2021,Siderastrea siderea,Nov-21,Curaçao: Santa Martha Bay,Santa Martha Bay,1 m,L12_R1_NoIll.fastq.gz,L12_R2_NoIll.fastq.gz,L12_R1_NoIll,12.26947 N 69.12917 W
L2,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,radians,SMB,SM,bay,12.26947,69.12917,202011,2020,November,1,SM_bay,36,36_radians,36_radians_SM_bay,36SRSMBNovember2020,November_2020,November_2020_SM_bay,SM_bay_L2_November_2020,Siderastrea radians,Nov-20,Curaçao: Santa Martha Bay,Santa Martha Bay,1 m,L2_R1_NoIll.fastq.gz,L2_R2_NoIll.fastq.gz,L2_R1_NoIll,12.26947 N 69.12917 W
L3,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,radians,SMB,SM,bay,12.26947,69.12917,202011,2020,November,1,SM_bay,45,45_radians,45_radians_SM_bay,45SRSMBNovember2020,November_2020,November_2020_SM_bay,SM_bay_L3_November_2020,Siderastrea radians,Nov-20,Curaçao: Santa Martha Bay,Santa Martha Bay,1 m,L3_R1_NoIll.fastq.gz,L3_R2_NoIll.fastq.gz,L3_R1_NoIll,12.26947 N 69.12917 W
L4,cnidaria,anthozoa,scleractinia,Poritidae,Porites,porites,SMB,SM,bay,12.26947,69.12917,202011,2020,November,1,SM_bay,15,15_porites,15_porites_SM_bay,15PPSMBNovember2020,November_2020,November_2020_SM_bay,SM_bay_L4_November_2020,Branching Porites sp.,Nov-20,Curaçao: Santa Martha Bay,Santa Martha Bay,1 m,L4_R1_NoIll.fastq.gz,L4_R2_NoIll.fastq.gz,L4_R1_NoIll,12.26947 N 69.12917 W
L5,cnidaria,anthozoa,scleractinia,Poritidae,Porites,porites,SMR,SM,reef,12.26654,69.12768,202011,2020,November,5,SM_reef,7,7_porites,7_porites_SM_reef,7PPSMRNovember2020,November_2020,November_2020_SM_reef,SM_reef_L5_November_2020,Branching Porites sp.,Nov-20,Curaçao: Santa Martha Reef,Santa Martha Reef,5 m,L5_R1_NoIll.fastq.gz,L5_R2_NoIll.fastq.gz,L5_R1_NoIll,12.26654 N 69.12768 W
L6,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,siderea,SWB,SW,bay,12.07093,68.8585,202111,2021,November,1,SW_bay,71,71_siderea,71_siderea_SW_bay,71SSSWBNovember2021,November_2021,November_2021_SW_bay,SW_bay_L6_November_2021,Siderastrea siderea,Nov-21,Curaçao: Spaanse Water Bay,Spaanse Water Bay,1 m,L6_R1_NoIll.fastq.gz,L6_R2_NoIll.fastq.gz,L6_R1_NoIll,12.07093 N 68.8585 W
L7,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,siderea,SWB,SW,bay,12.07093,68.8585,202111,2021,November,1,SW_bay,94,94_siderea,94_siderea_SW_bay,94SSSWBNovember2021,November_2021,November_2021_SW_bay,SW_bay_L7_November_2021,Siderastrea siderea,Nov-21,Curaçao: Spaanse Water Bay,Spaanse Water Bay,1 m,L7_R1_NoIll.fastq.gz,L7_R2_NoIll.fastq.gz,L7_R1_NoIll,12.07093 N 68.8585 W
L8,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,siderea,DB,SW,reef,12.06624,68.86019,202111,2021,November,5,SW_reef,38,38_siderea,38_siderea_SW_reef,38SSDBNovember2021,November_2021,November_2021_SW_reef,SW_reef_L8_November_2021,Siderastrea siderea,Nov-21,Curaçao: Spaanse Water Reef,Spaanse Water Reef,5 m,L8_R1_NoIll.fastq.gz,L8_R2_NoIll.fastq.gz,L8_R1_NoIll,12.06624 N 68.86019 W
L9,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,siderea,DB,SW,reef,12.06624,68.86019,202111,2021,November,5,SW_reef,53,53_siderea,53_siderea_SW_reef,53SSDBNovember2021,November_2021,November_2021_SW_reef,SW_reef_L9_November_2021,Siderastrea siderea,Nov-21,Curaçao: Spaanse Water Reef,Spaanse Water Reef,5 m,L9_R1_NoIll.fastq.gz,L9_R2_NoIll.fastq.gz,L9_R1_NoIll,12.06624 N 68.86019 W
M1,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,siderea,SMB,SM,bay,12.26947,69.12917,202111,2021,November,1,SM_bay,39,39_siderea,39_siderea_SM_bay,39SSSMBNovember2021,November_2021,November_2021_SM_bay,SM_bay_M1_November_2021,Siderastrea siderea,Nov-21,Curaçao: Santa Martha Bay,Santa Martha Bay,1 m,M1_R1_NoIll.fastq.gz,M1_R2_NoIll.fastq.gz,M1_R1_NoIll,12.26947 N 69.12917 W
M10,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,radians,SMB,SM,bay,12.26947,69.12917,202111,2021,November,1,SM_bay,86,86_radians,86_radians_SM_bay,86SRSMBNovember2021,November_2021,November_2021_SM_bay,SM_bay_M10_November_2021,Siderastrea radians,Nov-21,Curaçao: Santa Martha Bay,Santa Martha Bay,1 m,M10_R1_NoIll.fastq.gz,M10_R2_NoIll.fastq.gz,M10_R1_NoIll,12.26947 N 69.12917 W
M11,cnidaria,anthozoa,scleractinia,Poritidae,Porites,porites,SMB,SM,bay,12.26947,69.12917,202111,2021,November,1,SM_bay,26,26_porites,26_porites_SM_bay,26PPSMBNovember2021,November_2021,November_2021_SM_bay,SM_bay_M11_November_2021,Branching Porites sp.,Nov-21,Curaçao: Santa Martha Bay,Santa Martha Bay,1 m,M11_R1_NoIll.fastq.gz,M11_R2_NoIll.fastq.gz,M11_R1_NoIll,12.26947 N 69.12917 W
M12,cnidaria,anthozoa,scleractinia,Poritidae,Porites,porites,SMB,SM,bay,12.26947,69.12917,202111,2021,November,1,SM_bay,97,97_porites,97_porites_SM_bay,97PPSMBNovember2021,November_2021,November_2021_SM_bay,SM_bay_M12_November_2021,Branching Porites sp.,Nov-21,Curaçao: Santa Martha Bay,Santa Martha Bay,1 m,M12_R1_NoIll.fastq.gz,M12_R2_NoIll.fastq.gz,M12_R1_NoIll,12.26947 N 69.12917 W
M2,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,siderea,SMB,SM,bay,12.26947,69.12917,202111,2021,November,1,SM_bay,44,44_siderea,44_siderea_SM_bay,44SSSMBNovember2021,November_2021,November_2021_SM_bay,SM_bay_M2_November_2021,Siderastrea siderea,Nov-21,Curaçao: Santa Martha Bay,Santa Martha Bay,1 m,M2_R1_NoIll.fastq.gz,M2_R2_NoIll.fastq.gz,M2_R1_NoIll,12.26947 N 69.12917 W
M3,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,siderea,SMB,SM,bay,12.26947,69.12917,202111,2021,November,1,SM_bay,99,99_siderea,99_siderea_SM_bay,99SSSMBNovember2021,November_2021,November_2021_SM_bay,SM_bay_M3_November_2021,Siderastrea siderea,Nov-21,Curaçao: Santa Martha Bay,Santa Martha Bay,1 m,M3_R1_NoIll.fastq.gz,M3_R2_NoIll.fastq.gz,M3_R1_NoIll,12.26947 N 69.12917 W
M4,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,siderea,SMR,SM,reef,12.26654,69.12768,202111,2021,November,5,SM_reef,15,15_siderea,15_siderea_SM_reef,15SSSMRNovember2021,November_2021,November_2021_SM_reef,SM_reef_M4_November_2021,Siderastrea siderea,Nov-21,Curaçao: Santa Martha Reef,Santa Martha Reef,5 m,M4_R1_NoIll.fastq.gz,M4_R2_NoIll.fastq.gz,M4_R1_NoIll,12.26654 N 69.12768 W
M5,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,siderea,SMR,SM,reef,12.26654,69.12768,202111,2021,November,5,SM_reef,16,16_siderea,16_siderea_SM_reef,16SSSMRNovember2021,November_2021,November_2021_SM_reef,SM_reef_M5_November_2021,Siderastrea siderea,Nov-21,Curaçao: Santa Martha Reef,Santa Martha Reef,5 m,M5_R1_NoIll.fastq.gz,M5_R2_NoIll.fastq.gz,M5_R1_NoIll,12.26654 N 69.12768 W
M6,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,siderea,SMR,SM,reef,12.26654,69.12768,202111,2021,November,5,SM_reef,17,17_siderea,17_siderea_SM_reef,17SSSMRNovember2021,November_2021,November_2021_SM_reef,SM_reef_M6_November_2021,Siderastrea siderea,Nov-21,Curaçao: Santa Martha Reef,Santa Martha Reef,5 m,M6_R1_NoIll.fastq.gz,M6_R2_NoIll.fastq.gz,M6_R1_NoIll,12.26654 N 69.12768 W
M7,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,siderea,SMR,SM,reef,12.26654,69.12768,202111,2021,November,5,SM_reef,18,18_siderea,18_siderea_SM_reef,18SSSMRNovember2021,November_2021,November_2021_SM_reef,SM_reef_M7_November_2021,Siderastrea siderea,Nov-21,Curaçao: Santa Martha Reef,Santa Martha Reef,5 m,M7_R1_NoIll.fastq.gz,M7_R2_NoIll.fastq.gz,M7_R1_NoIll,12.26654 N 69.12768 W
M8,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,siderea,SMR,SM,reef,12.26654,69.12768,202111,2021,November,5,SM_reef,19,19_siderea,19_siderea_SM_reef,19SSSMRNovember2021,November_2021,November_2021_SM_reef,SM_reef_M8_November_2021,Siderastrea siderea,Nov-21,Curaçao: Santa Martha Reef,Santa Martha Reef,5 m,M8_R1_NoIll.fastq.gz,M8_R2_NoIll.fastq.gz,M8_R1_NoIll,12.26654 N 69.12768 W
M9,cnidaria,anthozoa,scleractinia,Siderastreidae,Siderastrea,radians,SWB,SW,bay,12.07093,68.8585,202111,2021,November,1,SW_bay,56,56_radians,56_radians_SW_bay,56SRSWBNovember2021,November_2021,November_2021_SW_bay,SW_bay_M9_November_2021,Siderastrea radians,Nov-21,Curaçao: Spaanse Water Bay,Spaanse Water Bay,1 m,M9_R1_NoIll.fastq.gz,M9_R2_NoIll.fastq.gz,M9_R1_NoIll,12.07093 N 68.8585 W
N1,cnidaria,anthozoa,scleractinia,Poritidae,Porites,porites,SMB,SM,bay,12.26947,69.12917,202111,2021,November,1,SM_bay,7,7_porites,7_porites_SM_bay,7PPSMBNovember2021,November_2021,November_2021_SM_bay,SM_bay_N1_November_2021,Branching Porites sp.,Nov-21,Curaçao: Santa Martha Bay,Santa Martha Bay,1 m,N1_R1_NoIll.fastq.gz,N1_R2_NoIll.fastq.gz,N1_R1_NoIll,12.26947 N 69.12917 W
N10,cnidaria,anthozoa,scleractinia,Poritidae,Porites,porites,SMR,SM,reef,12.26654,69.12768,202111,2021,November,5,SM_reef,52,52_porites,52_porites_SM_reef,52PPSMRNovember2021_duplicate,November_2021,November_2021_SM_reef,SM_reef_N10_November_2021,Branching Porites sp.,Nov-21,Curaçao: Santa Martha Reef,Santa Martha Reef,5 m,N10_R1_NoIll.fastq.gz,N10_R2_NoIll.fastq.gz,N10_R1_NoIll,12.26654 N 69.12768 W
N12,,,,,,,,,,NA,NA,,NA,,NA,,,,,blank,_NA,_NA_,__N12__NA, , NA,Curaçao: ,,NA m,N12_R1_NoIll.fastq.gz,N12_R2_NoIll.fastq.gz,N12_R1_NoIll,not applicable
N2,cnidaria,anthozoa,scleractinia,Poritidae,Porites,porites,SMB,SM,bay,12.26947,69.12917,202111,2021,November,1,SM_bay,11,11_porites,11_porites_SM_bay,11PPSMBNovember2021_duplicate,November_2021,November_2021_SM_bay,SM_bay_N2_November_2021,Branching Porites sp.,Nov-21,Curaçao: Santa Martha Bay,Santa Martha Bay,1 m,N2_R1_NoIll.fastq.gz,N2_R2_NoIll.fastq.gz,N2_R1_NoIll,12.26947 N 69.12917 W
N3,cnidaria,anthozoa,scleractinia,Poritidae,Porites,porites,SMB,SM,bay,12.26947,69.12917,202111,2021,November,1,SM_bay,24,24_porites,24_porites_SM_bay,24PPSMBNovember2021_duplicate,November_2021,November_2021_SM_bay,SM_bay_N3_November_2021,Branching Porites sp.,Nov-21,Curaçao: Santa Martha Bay,Santa Martha Bay,1 m,N3_R1_NoIll.fastq.gz,N3_R2_NoIll.fastq.gz,N3_R1_NoIll,12.26947 N 69.12917 W
N4,cnidaria,anthozoa,scleractinia,Poritidae,Porites,porites,SMB,SM,bay,12.26947,69.12917,202111,2021,November,1,SM_bay,25,25_porites,25_porites_SM_bay,25PPSMBNovember2021_duplicate,November_2021,November_2021_SM_bay,SM_bay_N4_November_2021,Branching Porites sp.,Nov-21,Curaçao: Santa Martha Bay,Santa Martha Bay,1 m,N4_R1_NoIll.fastq.gz,N4_R2_NoIll.fastq.gz,N4_R1_NoIll,12.26947 N 69.12917 W
N5,cnidaria,anthozoa,scleractinia,Poritidae,Porites,porites,SMB,SM,bay,12.26947,69.12917,202111,2021,November,1,SM_bay,50,50_porites,50_porites_SM_bay,50PPSMBNovember2021_duplicate,November_2021,November_2021_SM_bay,SM_bay_N5_November_2021,Branching Porites sp.,Nov-21,Curaçao: Santa Martha Bay,Santa Martha Bay,1 m,N5_R1_NoIll.fastq.gz,N5_R2_NoIll.fastq.gz,N5_R1_NoIll,12.26947 N 69.12917 W
N6,cnidaria,anthozoa,scleractinia,Poritidae,Porites,porites,SMR,SM,reef,12.26654,69.12768,202111,2021,November,5,SM_reef,3,3_porites,3_porites_SM_reef,3PPSMRNovember2021_duplicate,November_2021,November_2021_SM_reef,SM_reef_N6_November_2021,Branching Porites sp.,Nov-21,Curaçao: Santa Martha Reef,Santa Martha Reef,5 m,N6_R1_NoIll.fastq.gz,N6_R2_NoIll.fastq.gz,N6_R1_NoIll,12.26654 N 69.12768 W
N7,cnidaria,anthozoa,scleractinia,Poritidae,Porites,porites,SMR,SM,reef,12.26654,69.12768,202111,2021,November,5,SM_reef,4,4_porites,4_porites_SM_reef,4PPSMRNovember2021_duplicate,November_2021,November_2021_SM_reef,SM_reef_N7_November_2021,Branching Porites sp.,Nov-21,Curaçao: Santa Martha Reef,Santa Martha Reef,5 m,N7_R1_NoIll.fastq.gz,N7_R2_NoIll.fastq.gz,N7_R1_NoIll,12.26654 N 69.12768 W
N8,cnidaria,anthozoa,scleractinia,Poritidae,Porites,porites,SMR,SM,reef,12.26654,69.12768,202111,2021,November,5,SM_reef,28,28_porites,28_porites_SM_reef,28PPSMRNovember2021_duplicate,November_2021,November_2021_SM_reef,SM_reef_N8_November_2021,Branching Porites sp.,Nov-21,Curaçao: Santa Martha Reef,Santa Martha Reef,5 m,N8_R1_NoIll.fastq.gz,N8_R2_NoIll.fastq.gz,N8_R1_NoIll,12.26654 N 69.12768 W
N9,cnidaria,anthozoa,scleractinia,Poritidae,Porites,porites,SMR,SM,reef,12.26654,69.12768,202111,2021,November,5,SM_reef,47,47_porites,47_porites_SM_reef,47PPSMRNovember2021_duplicate,November_2021,November_2021_SM_reef,SM_reef_N9_November_2021,Branching Porites sp.,Nov-21,Curaçao: Santa Martha Reef,Santa Martha Reef,5 m,N9_R1_NoIll.fastq.gz,N9_R2_NoIll.fastq.gz,N9_R1_NoIll,12.26654 N 69.12768 W
