Date,Time,Temperature,Conductivity,Salinity,Timepoint,Site,Habitat
3/17/20,17:06:34,26.96,56.2,35.74,March 2020,Santa Martha Reef,Reef
3/17/20,17:11:34,26.94,56.2,35.76,March 2020,Santa Martha Reef,Reef
3/17/20,17:16:34,26.94,56.1,35.79,March 2020,Santa Martha Reef,Reef
3/17/20,17:21:34,26.93,56.1,35.81,March 2020,Santa Martha Reef,Reef
3/17/20,17:26:34,26.9,56.1,35.82,March 2020,Santa Martha Reef,Reef
3/17/20,17:31:34,26.86,56.1,35.82,March 2020,Santa Martha Reef,Reef
3/17/20,17:36:34,26.84,56.1,35.82,March 2020,Santa Martha Reef,Reef
3/17/20,17:41:34,26.83,56.1,35.84,March 2020,Santa Martha Reef,Reef
3/17/20,17:46:34,26.82,56.1,35.77,March 2020,Santa Martha Reef,Reef
3/17/20,17:51:34,26.82,56.1,35.84,March 2020,Santa Martha Reef,Reef
3/17/20,17:56:34,26.8,56.1,35.84,March 2020,Santa Martha Reef,Reef
3/17/20,18:01:34,26.8,56,35.84,March 2020,Santa Martha Reef,Reef
3/17/20,18:06:34,26.8,56.1,35.93,March 2020,Santa Martha Reef,Reef
3/17/20,18:11:34,26.8,56.1,35.85,March 2020,Santa Martha Reef,Reef
3/17/20,18:16:34,26.8,56.1,35.85,March 2020,Santa Martha Reef,Reef
3/17/20,18:21:34,26.78,56.2,35.93,March 2020,Santa Martha Reef,Reef
3/17/20,18:26:34,26.78,56.1,35.93,March 2020,Santa Martha Reef,Reef
3/17/20,18:31:34,26.78,56.1,35.93,March 2020,Santa Martha Reef,Reef
3/17/20,18:36:34,26.77,56.2,35.94,March 2020,Santa Martha Reef,Reef
3/17/20,18:41:34,26.77,56.2,35.94,March 2020,Santa Martha Reef,Reef
3/17/20,18:46:34,26.77,56.2,35.94,March 2020,Santa Martha Reef,Reef
3/17/20,18:51:34,26.76,56.2,35.93,March 2020,Santa Martha Reef,Reef
3/17/20,18:56:34,26.76,56.2,35.94,March 2020,Santa Martha Reef,Reef
3/17/20,19:01:34,26.76,56.2,35.94,March 2020,Santa Martha Reef,Reef
3/17/20,19:06:34,26.77,56.2,35.95,March 2020,Santa Martha Reef,Reef
3/17/20,19:11:34,26.76,56.2,35.95,March 2020,Santa Martha Reef,Reef
3/17/20,19:16:34,26.76,56.2,35.96,March 2020,Santa Martha Reef,Reef
3/17/20,19:21:34,26.75,56.2,35.96,March 2020,Santa Martha Reef,Reef
3/17/20,19:26:34,26.75,56.2,35.96,March 2020,Santa Martha Reef,Reef
3/17/20,19:31:34,26.74,56.2,35.96,March 2020,Santa Martha Reef,Reef
3/17/20,19:36:34,26.74,56.2,35.96,March 2020,Santa Martha Reef,Reef
3/17/20,19:41:34,26.74,56.2,35.96,March 2020,Santa Martha Reef,Reef
3/17/20,19:46:34,26.74,56.2,35.96,March 2020,Santa Martha Reef,Reef
3/17/20,19:51:34,26.73,56.2,35.96,March 2020,Santa Martha Reef,Reef
3/17/20,19:56:34,26.73,56.2,35.96,March 2020,Santa Martha Reef,Reef
3/17/20,20:01:34,26.73,56.2,35.97,March 2020,Santa Martha Reef,Reef
3/17/20,20:06:34,26.73,56.2,35.97,March 2020,Santa Martha Reef,Reef
3/17/20,20:11:34,26.73,56.2,35.97,March 2020,Santa Martha Reef,Reef
3/17/20,20:16:34,26.72,56.2,35.97,March 2020,Santa Martha Reef,Reef
3/17/20,20:21:34,26.72,56.2,35.97,March 2020,Santa Martha Reef,Reef
3/17/20,20:26:34,26.72,56.2,35.97,March 2020,Santa Martha Reef,Reef
3/17/20,20:31:34,26.72,56.2,35.97,March 2020,Santa Martha Reef,Reef
3/17/20,20:36:34,26.72,56.2,35.98,March 2020,Santa Martha Reef,Reef
3/17/20,20:41:34,26.72,56.2,35.99,March 2020,Santa Martha Reef,Reef
3/17/20,20:46:34,26.72,56.2,35.99,March 2020,Santa Martha Reef,Reef
3/17/20,20:51:34,26.71,56.2,35.91,March 2020,Santa Martha Reef,Reef
3/17/20,20:56:34,26.7,56.2,35.99,March 2020,Santa Martha Reef,Reef
3/17/20,21:01:34,26.7,56.2,35.98,March 2020,Santa Martha Reef,Reef
3/17/20,21:06:34,26.71,56.1,35.99,March 2020,Santa Martha Reef,Reef
3/17/20,21:11:34,26.7,56.2,35.99,March 2020,Santa Martha Reef,Reef
3/17/20,21:16:34,26.71,56.2,35.98,March 2020,Santa Martha Reef,Reef
3/17/20,21:21:34,26.7,56.2,35.97,March 2020,Santa Martha Reef,Reef
3/17/20,21:26:34,26.7,56.2,35.96,March 2020,Santa Martha Reef,Reef
3/17/20,21:31:34,26.71,56.2,35.97,March 2020,Santa Martha Reef,Reef
3/17/20,21:36:34,26.72,56.2,35.97,March 2020,Santa Martha Reef,Reef
3/17/20,21:41:34,26.73,56.2,35.97,March 2020,Santa Martha Reef,Reef
3/17/20,21:46:34,26.72,56.2,35.97,March 2020,Santa Martha Reef,Reef
3/17/20,21:51:34,26.72,56.2,35.98,March 2020,Santa Martha Reef,Reef
3/17/20,21:56:34,26.72,56.2,35.99,March 2020,Santa Martha Reef,Reef
3/17/20,22:01:34,26.72,56.2,35.92,March 2020,Santa Martha Reef,Reef
3/17/20,22:06:34,26.71,56.2,36,March 2020,Santa Martha Reef,Reef
3/17/20,22:11:34,26.7,56.2,36,March 2020,Santa Martha Reef,Reef
3/17/20,22:16:34,26.7,56.1,36,March 2020,Santa Martha Reef,Reef
3/17/20,22:21:34,26.69,56.2,35.92,March 2020,Santa Martha Reef,Reef
3/17/20,22:26:34,26.69,56.2,36,March 2020,Santa Martha Reef,Reef
3/17/20,22:31:34,26.69,56.2,36,March 2020,Santa Martha Reef,Reef
3/17/20,22:36:34,26.69,56.1,35.93,March 2020,Santa Martha Reef,Reef
3/17/20,22:41:34,26.68,56.2,36,March 2020,Santa Martha Reef,Reef
3/17/20,22:46:34,26.68,56.2,36,March 2020,Santa Martha Reef,Reef
3/17/20,22:51:34,26.68,56.1,36,March 2020,Santa Martha Reef,Reef
3/17/20,22:56:34,26.68,56.2,36,March 2020,Santa Martha Reef,Reef
3/17/20,23:01:34,26.68,56.2,36,March 2020,Santa Martha Reef,Reef
3/17/20,23:06:34,26.69,56.2,36,March 2020,Santa Martha Reef,Reef
3/17/20,23:11:34,26.68,56.2,36.01,March 2020,Santa Martha Reef,Reef
3/17/20,23:16:34,26.68,56.2,36.01,March 2020,Santa Martha Reef,Reef
3/17/20,23:21:34,26.68,56.2,36.01,March 2020,Santa Martha Reef,Reef
3/17/20,23:26:34,26.67,56.2,36.01,March 2020,Santa Martha Reef,Reef
3/17/20,23:31:34,26.67,56.2,36.01,March 2020,Santa Martha Reef,Reef
3/17/20,23:36:34,26.67,56.2,36.02,March 2020,Santa Martha Reef,Reef
3/17/20,23:41:34,26.67,56.2,36.02,March 2020,Santa Martha Reef,Reef
3/17/20,23:46:34,26.67,56.2,36.02,March 2020,Santa Martha Reef,Reef
3/17/20,23:51:34,26.66,56.2,35.95,March 2020,Santa Martha Reef,Reef
3/17/20,23:56:34,26.66,56.2,36.03,March 2020,Santa Martha Reef,Reef
3/18/20,0:01:34,26.66,56.2,35.95,March 2020,Santa Martha Reef,Reef
3/18/20,0:06:34,26.66,56.1,36.03,March 2020,Santa Martha Reef,Reef
3/18/20,0:11:34,26.65,56.2,35.95,March 2020,Santa Martha Reef,Reef
3/18/20,0:16:34,26.66,56.1,36.03,March 2020,Santa Martha Reef,Reef
3/18/20,0:21:34,26.65,56.2,35.95,March 2020,Santa Martha Reef,Reef
3/18/20,0:26:34,26.65,56.1,35.95,March 2020,Santa Martha Reef,Reef
3/18/20,0:31:34,26.65,56.2,36.04,March 2020,Santa Martha Reef,Reef
3/18/20,0:36:34,26.66,56.1,36.04,March 2020,Santa Martha Reef,Reef
3/18/20,0:41:34,26.65,56.1,36.04,March 2020,Santa Martha Reef,Reef
3/18/20,0:46:34,26.63,56.2,36.04,March 2020,Santa Martha Reef,Reef
3/18/20,0:51:34,26.63,56.2,36.04,March 2020,Santa Martha Reef,Reef
3/18/20,0:56:34,26.63,56.2,35.99,March 2020,Santa Martha Reef,Reef
3/18/20,1:01:34,26.63,56.2,36.07,March 2020,Santa Martha Reef,Reef
3/18/20,1:06:34,26.63,56.2,36.07,March 2020,Santa Martha Reef,Reef
3/18/20,1:11:34,26.61,56.1,36.07,March 2020,Santa Martha Reef,Reef
3/18/20,1:16:34,26.6,56.2,35.99,March 2020,Santa Martha Reef,Reef
3/18/20,1:21:34,26.59,56.2,35.91,March 2020,Santa Martha Reef,Reef
3/18/20,1:26:34,26.59,56.2,35.98,March 2020,Santa Martha Reef,Reef
3/18/20,1:31:34,26.61,56.1,35.98,March 2020,Santa Martha Reef,Reef
3/18/20,1:36:34,26.61,56,35.97,March 2020,Santa Martha Reef,Reef
3/18/20,1:41:34,26.62,56.1,35.97,March 2020,Santa Martha Reef,Reef
3/18/20,1:46:34,26.62,56.1,35.97,March 2020,Santa Martha Reef,Reef
3/18/20,1:51:34,26.63,56.1,35.97,March 2020,Santa Martha Reef,Reef
3/18/20,1:56:34,26.63,56.1,35.96,March 2020,Santa Martha Reef,Reef
3/18/20,2:01:34,26.63,56.1,35.96,March 2020,Santa Martha Reef,Reef
3/18/20,2:06:34,26.63,56.1,35.97,March 2020,Santa Martha Reef,Reef
3/18/20,2:11:34,26.64,56.1,35.97,March 2020,Santa Martha Reef,Reef
3/18/20,2:16:34,26.64,56.1,35.96,March 2020,Santa Martha Reef,Reef
3/18/20,2:21:34,26.63,56.1,35.97,March 2020,Santa Martha Reef,Reef
3/18/20,2:26:34,26.63,56.1,35.96,March 2020,Santa Martha Reef,Reef
3/18/20,2:31:34,26.64,56.1,35.97,March 2020,Santa Martha Reef,Reef
3/18/20,2:36:34,26.63,56.1,35.99,March 2020,Santa Martha Reef,Reef
3/18/20,2:41:34,26.64,56.1,35.99,March 2020,Santa Martha Reef,Reef
3/18/20,2:46:34,26.63,56.1,35.98,March 2020,Santa Martha Reef,Reef
3/18/20,2:51:34,26.61,56.1,35.97,March 2020,Santa Martha Reef,Reef
3/18/20,2:56:34,26.61,56.1,35.96,March 2020,Santa Martha Reef,Reef
3/18/20,3:01:34,26.62,56.1,35.96,March 2020,Santa Martha Reef,Reef
3/18/20,3:06:34,26.63,56.1,35.96,March 2020,Santa Martha Reef,Reef
3/18/20,3:11:34,26.64,56.1,35.96,March 2020,Santa Martha Reef,Reef
3/18/20,3:16:34,26.64,56.1,35.95,March 2020,Santa Martha Reef,Reef
3/18/20,3:21:34,26.64,56.1,35.95,March 2020,Santa Martha Reef,Reef
3/18/20,3:26:34,26.64,56.1,35.95,March 2020,Santa Martha Reef,Reef
3/18/20,3:31:34,26.65,56.1,35.95,March 2020,Santa Martha Reef,Reef
3/18/20,3:36:34,26.65,56.1,35.95,March 2020,Santa Martha Reef,Reef
3/18/20,3:41:34,26.65,56.1,35.95,March 2020,Santa Martha Reef,Reef
3/18/20,3:46:34,26.65,56.1,35.95,March 2020,Santa Martha Reef,Reef
3/18/20,3:51:34,26.65,56.1,35.95,March 2020,Santa Martha Reef,Reef
3/18/20,3:56:34,26.65,56.1,35.95,March 2020,Santa Martha Reef,Reef
3/18/20,4:01:34,26.65,56.1,35.95,March 2020,Santa Martha Reef,Reef
3/18/20,4:06:34,26.65,56.1,35.95,March 2020,Santa Martha Reef,Reef
3/18/20,4:11:34,26.65,56.1,35.96,March 2020,Santa Martha Reef,Reef
3/18/20,4:16:34,26.66,56.1,35.97,March 2020,Santa Martha Reef,Reef
3/18/20,4:21:34,26.66,56.1,35.98,March 2020,Santa Martha Reef,Reef
3/18/20,4:26:34,26.64,56.1,35.99,March 2020,Santa Martha Reef,Reef
3/18/20,4:31:34,26.63,56.1,35.99,March 2020,Santa Martha Reef,Reef
3/18/20,4:36:34,26.62,56.1,35.99,March 2020,Santa Martha Reef,Reef
3/18/20,4:41:34,26.61,56.1,35.99,March 2020,Santa Martha Reef,Reef
3/18/20,4:46:34,26.61,56.1,36,March 2020,Santa Martha Reef,Reef
3/18/20,4:51:34,26.6,56.1,36,March 2020,Santa Martha Reef,Reef
3/18/20,4:56:34,26.6,56.1,36,March 2020,Santa Martha Reef,Reef
3/18/20,5:01:34,26.59,56.1,36,March 2020,Santa Martha Reef,Reef
3/18/20,5:06:34,26.59,56.1,36,March 2020,Santa Martha Reef,Reef
3/18/20,5:11:34,26.59,56.1,36,March 2020,Santa Martha Reef,Reef
3/18/20,5:16:34,26.59,56.1,36,March 2020,Santa Martha Reef,Reef
3/18/20,5:21:34,26.59,56.1,35.99,March 2020,Santa Martha Reef,Reef
3/18/20,5:26:34,26.59,56.1,35.99,March 2020,Santa Martha Reef,Reef
3/18/20,5:31:34,26.59,56.1,35.99,March 2020,Santa Martha Reef,Reef
3/18/20,5:36:34,26.6,56.1,35.99,March 2020,Santa Martha Reef,Reef
3/18/20,5:41:34,26.6,56.1,35.99,March 2020,Santa Martha Reef,Reef
3/18/20,5:46:34,26.61,56.1,35.99,March 2020,Santa Martha Reef,Reef
3/18/20,5:51:34,26.61,56.1,35.99,March 2020,Santa Martha Reef,Reef
3/18/20,5:56:34,26.61,56.1,35.98,March 2020,Santa Martha Reef,Reef
3/18/20,6:01:34,26.61,56.1,35.97,March 2020,Santa Martha Reef,Reef
3/18/20,6:06:34,26.61,56.1,35.97,March 2020,Santa Martha Reef,Reef
3/18/20,6:11:34,26.62,56.1,35.9,March 2020,Santa Martha Reef,Reef
3/18/20,6:16:34,26.63,56.1,35.91,March 2020,Santa Martha Reef,Reef
3/18/20,6:21:34,26.63,56.1,35.91,March 2020,Santa Martha Reef,Reef
3/18/20,6:26:34,26.63,56,35.91,March 2020,Santa Martha Reef,Reef
3/18/20,6:31:34,26.62,56,35.91,March 2020,Santa Martha Reef,Reef
3/18/20,6:36:34,26.61,56,35.99,March 2020,Santa Martha Reef,Reef
3/18/20,6:41:34,26.61,56,35.91,March 2020,Santa Martha Reef,Reef
3/18/20,6:46:34,26.61,56,35.91,March 2020,Santa Martha Reef,Reef
3/18/20,6:51:34,26.61,56.1,35.91,March 2020,Santa Martha Reef,Reef
3/18/20,6:56:34,26.61,56,35.91,March 2020,Santa Martha Reef,Reef
3/18/20,7:01:34,26.61,56,35.91,March 2020,Santa Martha Reef,Reef
3/18/20,7:06:34,26.61,56,35.91,March 2020,Santa Martha Reef,Reef
3/18/20,7:11:34,26.61,56,35.91,March 2020,Santa Martha Reef,Reef
3/18/20,7:16:34,26.61,56,35.91,March 2020,Santa Martha Reef,Reef
3/18/20,7:21:34,26.62,56,35.91,March 2020,Santa Martha Reef,Reef
3/18/20,7:26:34,26.61,56,35.91,March 2020,Santa Martha Reef,Reef
3/18/20,7:31:34,26.61,56,36.08,March 2020,Santa Martha Reef,Reef
3/18/20,7:36:34,26.61,56,35.99,March 2020,Santa Martha Reef,Reef
3/18/20,7:41:34,26.61,56,35.93,March 2020,Santa Martha Reef,Reef
3/18/20,9:03:08,26.58,56.194,35.9,March 2020,Santa Martha Reef,Reef
3/18/20,9:08:08,26.65,56.142,35.88,March 2020,Santa Martha Reef,Reef
3/18/20,9:13:08,26.69,56.112,35.84,March 2020,Santa Martha Reef,Reef
3/18/20,9:18:08,26.7,56.071,35.83,March 2020,Santa Martha Reef,Reef
3/18/20,9:23:08,26.72,56.075,35.82,March 2020,Santa Martha Reef,Reef
3/18/20,9:28:08,26.75,56.047,35.79,March 2020,Santa Martha Reef,Reef
3/18/20,9:33:08,26.75,56.031,35.79,March 2020,Santa Martha Reef,Reef
3/18/20,9:38:08,26.76,56.029,35.78,March 2020,Santa Martha Reef,Reef
3/18/20,9:43:08,26.79,56.016,35.78,March 2020,Santa Martha Reef,Reef
3/18/20,9:48:08,26.79,56.024,35.78,March 2020,Santa Martha Reef,Reef
3/18/20,9:53:08,26.8,56.022,35.77,March 2020,Santa Martha Reef,Reef
3/18/20,9:58:08,26.8,56.022,35.77,March 2020,Santa Martha Reef,Reef
3/18/20,10:03:08,26.8,56.022,35.77,March 2020,Santa Martha Reef,Reef
3/18/20,10:08:08,26.81,56.021,35.76,March 2020,Santa Martha Reef,Reef
3/18/20,10:13:08,26.81,56.021,35.75,March 2020,Santa Martha Reef,Reef
3/18/20,10:18:08,26.81,56.021,35.73,March 2020,Santa Martha Reef,Reef
3/18/20,10:23:08,26.82,56.011,35.71,March 2020,Santa Martha Reef,Reef
3/18/20,10:28:08,26.82,55.995,35.75,March 2020,Santa Martha Reef,Reef
3/18/20,10:33:08,26.83,55.986,35.77,March 2020,Santa Martha Reef,Reef
3/18/20,10:38:08,26.82,55.941,35.75,March 2020,Santa Martha Reef,Reef
3/18/20,10:43:08,26.8,55.983,35.75,March 2020,Santa Martha Reef,Reef
3/18/20,10:48:08,26.8,56.007,35.75,March 2020,Santa Martha Reef,Reef
3/18/20,10:53:08,26.81,55.981,35.75,March 2020,Santa Martha Reef,Reef
3/18/20,10:58:08,26.8,55.983,35.75,March 2020,Santa Martha Reef,Reef
3/18/20,11:03:08,26.8,55.975,35.71,March 2020,Santa Martha Reef,Reef
3/18/20,11:08:08,26.8,55.983,35.69,March 2020,Santa Martha Reef,Reef
3/18/20,11:13:08,26.82,55.995,35.64,March 2020,Santa Martha Reef,Reef
3/18/20,11:18:08,26.84,55.968,35.68,March 2020,Santa Martha Reef,Reef
3/18/20,11:23:08,26.86,55.957,35.66,March 2020,Santa Martha Reef,Reef
3/18/20,11:28:08,26.87,55.901,35.69,March 2020,Santa Martha Reef,Reef
3/18/20,11:33:08,26.87,55.948,35.64,March 2020,Santa Martha Reef,Reef
3/18/20,11:38:08,26.87,55.924,35.71,March 2020,Santa Martha Reef,Reef
3/18/20,11:43:08,26.86,55.965,35.72,March 2020,Santa Martha Reef,Reef
3/18/20,11:48:08,26.86,55.895,35.69,March 2020,Santa Martha Reef,Reef
3/18/20,11:53:08,26.83,55.955,35.7,March 2020,Santa Martha Reef,Reef
3/18/20,11:58:08,26.83,55.97,35.68,March 2020,Santa Martha Reef,Reef
3/18/20,12:03:08,26.84,55.937,35.68,March 2020,Santa Martha Reef,Reef
3/18/20,12:08:08,26.85,55.967,35.63,March 2020,Santa Martha Reef,Reef
3/18/20,12:13:08,26.86,55.942,35.6,March 2020,Santa Martha Reef,Reef
3/18/20,12:18:08,26.85,55.928,35.62,March 2020,Santa Martha Reef,Reef
3/18/20,12:23:08,26.9,55.911,35.63,March 2020,Santa Martha Reef,Reef
3/18/20,12:28:08,26.92,55.9,35.63,March 2020,Santa Martha Reef,Reef
3/18/20,12:33:08,26.93,55.93,35.64,March 2020,Santa Martha Reef,Reef
3/18/20,12:38:08,26.9,55.919,35.62,March 2020,Santa Martha Reef,Reef
3/18/20,12:43:08,26.9,55.911,35.65,March 2020,Santa Martha Reef,Reef
3/18/20,12:48:08,26.9,55.927,35.61,March 2020,Santa Martha Reef,Reef
3/18/20,12:53:08,26.91,55.917,35.61,March 2020,Santa Martha Reef,Reef
3/18/20,12:58:08,26.9,55.943,35.64,March 2020,Santa Martha Reef,Reef
3/18/20,13:03:08,26.92,55.916,35.62,March 2020,Santa Martha Reef,Reef
3/18/20,13:08:08,26.91,55.894,35.62,March 2020,Santa Martha Reef,Reef
3/18/20,13:13:08,26.91,55.941,35.64,March 2020,Santa Martha Reef,Reef
3/18/20,13:18:08,26.93,55.93,35.59,March 2020,Santa Martha Reef,Reef
3/18/20,13:23:08,26.93,55.937,35.61,March 2020,Santa Martha Reef,Reef
3/18/20,13:28:08,26.92,55.947,35.62,March 2020,Santa Martha Reef,Reef
3/18/20,13:33:08,26.92,55.884,35.55,March 2020,Santa Martha Reef,Reef
3/18/20,13:38:08,26.92,55.908,35.58,March 2020,Santa Martha Reef,Reef
3/18/20,13:43:08,26.92,55.923,35.57,March 2020,Santa Martha Reef,Reef
3/18/20,13:48:08,26.93,55.844,35.59,March 2020,Santa Martha Reef,Reef
3/18/20,13:53:08,26.92,55.869,35.56,March 2020,Santa Martha Reef,Reef
3/18/20,13:58:08,26.92,55.853,35.63,March 2020,Santa Martha Reef,Reef
3/18/20,14:03:08,26.89,55.858,35.62,March 2020,Santa Martha Reef,Reef
3/18/20,14:08:08,26.92,55.845,35.61,March 2020,Santa Martha Reef,Reef
3/18/20,14:13:08,26.89,55.913,35.66,March 2020,Santa Martha Reef,Reef
3/18/20,14:18:08,26.89,55.89,35.6,March 2020,Santa Martha Reef,Reef
3/18/20,14:23:08,26.92,55.916,35.56,March 2020,Santa Martha Reef,Reef
3/18/20,14:28:08,26.92,55.978,35.56,March 2020,Santa Martha Reef,Reef
3/18/20,14:33:08,26.97,55.946,35.62,March 2020,Santa Martha Reef,Reef
3/18/20,14:38:08,27,55.925,35.58,March 2020,Santa Martha Reef,Reef
3/18/20,14:43:08,26.99,55.919,35.57,March 2020,Santa Martha Reef,Reef
3/18/20,14:48:08,26.93,55.93,35.58,March 2020,Santa Martha Reef,Reef
3/18/20,14:53:08,26.95,55.903,35.55,March 2020,Santa Martha Reef,Reef
3/18/20,14:58:08,26.97,55.915,35.51,March 2020,Santa Martha Reef,Reef
3/18/20,15:03:08,26.98,55.929,35.51,March 2020,Santa Martha Reef,Reef
3/18/20,15:08:08,27,55.918,35.48,March 2020,Santa Martha Reef,Reef
3/18/20,15:13:08,27.04,55.895,35.46,March 2020,Santa Martha Reef,Reef
3/18/20,15:18:08,27.04,55.895,35.48,March 2020,Santa Martha Reef,Reef
3/18/20,15:23:08,27.06,55.876,35.46,March 2020,Santa Martha Reef,Reef
3/18/20,15:28:08,27.05,55.847,35.51,March 2020,Santa Martha Reef,Reef
3/18/20,15:33:08,27.05,55.862,35.47,March 2020,Santa Martha Reef,Reef
3/18/20,15:38:08,27.04,55.833,35.47,March 2020,Santa Martha Reef,Reef
3/18/20,15:43:08,27.03,55.889,35.44,March 2020,Santa Martha Reef,Reef
3/18/20,15:48:08,27.03,55.827,35.49,March 2020,Santa Martha Reef,Reef
3/18/20,15:53:08,27.01,55.807,35.49,March 2020,Santa Martha Reef,Reef
3/18/20,15:58:08,27.01,55.776,35.53,March 2020,Santa Martha Reef,Reef
3/18/20,16:03:08,26.99,55.818,35.5,March 2020,Santa Martha Reef,Reef
3/18/20,16:08:08,26.97,55.798,35.54,March 2020,Santa Martha Reef,Reef
3/18/20,16:13:08,26.96,55.846,35.53,March 2020,Santa Martha Reef,Reef
3/18/20,16:18:08,26.95,55.793,35.56,March 2020,Santa Martha Reef,Reef
3/18/20,16:23:08,26.93,55.82,35.57,March 2020,Santa Martha Reef,Reef
3/18/20,16:28:08,26.93,55.812,35.56,March 2020,Santa Martha Reef,Reef
3/18/20,16:33:08,26.92,55.845,35.55,March 2020,Santa Martha Reef,Reef
3/18/20,16:38:08,26.92,55.853,35.56,March 2020,Santa Martha Reef,Reef
3/18/20,16:43:08,26.92,55.838,35.57,March 2020,Santa Martha Reef,Reef
3/18/20,16:48:08,26.92,55.822,35.59,March 2020,Santa Martha Reef,Reef
3/18/20,16:53:08,26.91,55.831,35.58,March 2020,Santa Martha Reef,Reef
3/18/20,16:58:08,26.91,55.839,35.61,March 2020,Santa Martha Reef,Reef
3/18/20,17:03:08,26.89,55.85,35.59,March 2020,Santa Martha Reef,Reef
3/18/20,17:08:08,26.89,55.835,35.6,March 2020,Santa Martha Reef,Reef
3/18/20,17:13:08,26.89,55.874,35.61,March 2020,Santa Martha Reef,Reef
3/18/20,17:18:08,26.88,55.844,35.57,March 2020,Santa Martha Reef,Reef
3/18/20,17:23:08,26.88,55.86,35.6,March 2020,Santa Martha Reef,Reef
3/18/20,17:28:08,26.88,55.868,35.61,March 2020,Santa Martha Reef,Reef
3/18/20,17:33:08,26.89,55.827,35.62,March 2020,Santa Martha Reef,Reef
3/18/20,17:38:08,26.87,55.846,35.61,March 2020,Santa Martha Reef,Reef
3/18/20,17:43:08,26.86,55.84,35.62,March 2020,Santa Martha Reef,Reef
3/18/20,17:48:08,26.85,55.849,35.64,March 2020,Santa Martha Reef,Reef
3/18/20,17:53:08,26.86,55.84,35.63,March 2020,Santa Martha Reef,Reef
3/18/20,17:58:08,26.85,55.849,35.64,March 2020,Santa Martha Reef,Reef
3/18/20,18:03:08,26.84,55.867,35.65,March 2020,Santa Martha Reef,Reef
3/18/20,18:08:08,26.83,55.837,35.64,March 2020,Santa Martha Reef,Reef
3/18/20,18:13:08,26.83,55.853,35.66,March 2020,Santa Martha Reef,Reef
3/18/20,18:18:08,26.82,55.854,35.67,March 2020,Santa Martha Reef,Reef
3/18/20,18:23:08,26.82,55.847,35.64,March 2020,Santa Martha Reef,Reef
3/18/20,18:28:08,26.81,55.864,35.67,March 2020,Santa Martha Reef,Reef
3/18/20,18:33:08,26.81,55.872,35.67,March 2020,Santa Martha Reef,Reef
3/18/20,18:38:08,26.82,55.847,35.67,March 2020,Santa Martha Reef,Reef
3/18/20,18:43:08,26.81,55.872,35.68,March 2020,Santa Martha Reef,Reef
3/18/20,18:48:08,26.81,55.88,35.68,March 2020,Santa Martha Reef,Reef
3/18/20,18:53:08,26.81,55.872,35.7,March 2020,Santa Martha Reef,Reef
3/18/20,18:58:08,26.8,55.874,35.72,March 2020,Santa Martha Reef,Reef
3/18/20,19:03:08,26.8,55.874,35.72,March 2020,Santa Martha Reef,Reef
3/18/20,19:08:08,26.8,55.913,35.73,March 2020,Santa Martha Reef,Reef
3/18/20,19:13:08,26.8,55.936,35.74,March 2020,Santa Martha Reef,Reef
3/18/20,19:18:08,26.8,55.936,35.73,March 2020,Santa Martha Reef,Reef
3/18/20,19:23:08,26.79,55.938,35.74,March 2020,Santa Martha Reef,Reef
3/18/20,19:28:08,26.79,55.946,35.74,March 2020,Santa Martha Reef,Reef
3/18/20,19:33:08,26.79,55.938,35.74,March 2020,Santa Martha Reef,Reef
3/18/20,19:38:08,26.79,55.954,35.75,March 2020,Santa Martha Reef,Reef
3/18/20,19:43:08,26.79,55.954,35.74,March 2020,Santa Martha Reef,Reef
3/18/20,19:48:08,26.79,55.954,35.75,March 2020,Santa Martha Reef,Reef
3/18/20,19:53:08,26.79,55.961,35.76,March 2020,Santa Martha Reef,Reef
3/18/20,19:58:08,26.79,55.946,35.74,March 2020,Santa Martha Reef,Reef
3/18/20,20:03:08,26.79,55.961,35.74,March 2020,Santa Martha Reef,Reef
3/18/20,20:08:08,26.78,55.963,35.75,March 2020,Santa Martha Reef,Reef
3/18/20,20:13:08,26.79,55.954,35.75,March 2020,Santa Martha Reef,Reef
3/18/20,20:18:08,26.78,55.947,35.76,March 2020,Santa Martha Reef,Reef
3/18/20,20:23:08,26.78,55.955,35.75,March 2020,Santa Martha Reef,Reef
3/18/20,20:28:08,26.78,55.955,35.77,March 2020,Santa Martha Reef,Reef
3/18/20,20:33:08,26.78,55.963,35.75,March 2020,Santa Martha Reef,Reef
3/18/20,20:38:08,26.78,55.955,35.76,March 2020,Santa Martha Reef,Reef
3/18/20,20:43:08,26.77,55.973,35.78,March 2020,Santa Martha Reef,Reef
3/18/20,20:48:08,26.77,55.949,35.77,March 2020,Santa Martha Reef,Reef
3/18/20,20:53:08,26.76,55.951,35.77,March 2020,Santa Martha Reef,Reef
3/18/20,20:58:08,26.75,55.96,35.79,March 2020,Santa Martha Reef,Reef
3/18/20,21:03:08,26.75,55.945,35.79,March 2020,Santa Martha Reef,Reef
3/18/20,21:08:08,26.75,55.953,35.76,March 2020,Santa Martha Reef,Reef
3/18/20,21:13:08,26.74,55.962,35.77,March 2020,Santa Martha Reef,Reef
3/18/20,21:18:08,26.74,55.962,35.77,March 2020,Santa Martha Reef,Reef
3/18/20,21:23:08,26.75,55.937,35.78,March 2020,Santa Martha Reef,Reef
3/18/20,21:28:08,26.74,55.946,35.78,March 2020,Santa Martha Reef,Reef
