Date,Time,PAR_uncal,PAR_cal,°C,Site,Habitat,Timepoint
11/15/20,7:43:00,832.14,50.34447,28.13,Santa Martha Bay,Bay,November 2020
11/15/20,7:53:00,1111.53,67.247565,28.13,Santa Martha Bay,Bay,November 2020
11/15/20,8:03:00,3101.43,187.636515,28.19,Santa Martha Bay,Bay,November 2020
11/15/20,8:13:00,4003.25,242.196625,28.19,Santa Martha Bay,Bay,November 2020
11/15/20,8:23:00,4627.02,279.93471,28.19,Santa Martha Bay,Bay,November 2020
11/15/20,8:33:00,5323.82,322.09111,28.25,Santa Martha Bay,Bay,November 2020
11/15/20,8:43:00,5805.55,351.235775,28.25,Santa Martha Bay,Bay,November 2020
11/15/20,8:53:00,4920.48,297.68904,28.25,Santa Martha Bay,Bay,November 2020
11/15/20,9:03:00,6991.45,422.982725,28.31,Santa Martha Bay,Bay,November 2020
11/15/20,9:13:00,8452.72,511.38956,28.31,Santa Martha Bay,Bay,November 2020
11/15/20,9:23:00,9323.05,564.044525,28.38,Santa Martha Bay,Bay,November 2020
11/15/20,9:33:00,9695.57,586.581985,28.38,Santa Martha Bay,Bay,November 2020
11/15/20,9:43:00,8776.33,530.967965,28.38,Santa Martha Bay,Bay,November 2020
11/15/20,9:53:00,10900.9,659.50445,28.44,Santa Martha Bay,Bay,November 2020
11/15/20,10:03:00,11231.21,679.488205,28.5,Santa Martha Bay,Bay,November 2020
11/15/20,10:13:00,11870.39,718.158595,28.56,Santa Martha Bay,Bay,November 2020
11/15/20,10:23:00,13391.29,810.173045,28.63,Santa Martha Bay,Bay,November 2020
11/15/20,10:33:00,14849.88,898.41774,28.69,Santa Martha Bay,Bay,November 2020
11/15/20,10:43:00,12806.38,774.78599,28.75,Santa Martha Bay,Bay,November 2020
11/15/20,10:53:00,13178.9,797.32345,28.75,Santa Martha Bay,Bay,November 2020
11/15/20,11:03:00,10913.63,660.274615,28.81,Santa Martha Bay,Bay,November 2020
11/15/20,11:13:00,16779.48,1015.15854,28.94,Santa Martha Bay,Bay,November 2020
11/15/20,11:23:00,16152.36,977.21778,28.88,Santa Martha Bay,Bay,November 2020
11/15/20,11:33:00,14969.81,905.673505,29,Santa Martha Bay,Bay,November 2020
11/15/20,11:43:00,16240.8,982.5684,29.06,Santa Martha Bay,Bay,November 2020
11/15/20,11:53:00,13623.11,824.198155,29,Santa Martha Bay,Bay,November 2020
11/15/20,12:03:00,9509.31,575.313255,29,Santa Martha Bay,Bay,November 2020
11/15/20,12:13:00,14867.97,899.512185,29.06,Santa Martha Bay,Bay,November 2020
11/15/20,12:23:00,17685.99,1070.002395,29.19,Santa Martha Bay,Bay,November 2020
11/15/20,12:33:00,16563.74,1002.10627,29.19,Santa Martha Bay,Bay,November 2020
11/15/20,12:43:00,16812.98,1017.18529,29.19,Santa Martha Bay,Bay,November 2020
11/15/20,12:53:00,17907.09,1083.378945,29.19,Santa Martha Bay,Bay,November 2020
11/15/20,13:03:00,9668.1,584.92005,29.19,Santa Martha Bay,Bay,November 2020
11/15/20,13:13:00,13866.32,838.91236,29.31,Santa Martha Bay,Bay,November 2020
11/15/20,13:23:00,15036.81,909.727005,29.38,Santa Martha Bay,Bay,November 2020
11/15/20,13:33:00,15909.15,962.503575,29.44,Santa Martha Bay,Bay,November 2020
11/15/20,13:43:00,11749.79,710.862295,29.38,Santa Martha Bay,Bay,November 2020
11/15/20,13:53:00,14987.9,906.76795,29.5,Santa Martha Bay,Bay,November 2020
11/15/20,14:03:00,13728.3,830.56215,29.5,Santa Martha Bay,Bay,November 2020
11/15/20,14:13:00,13680.73,827.684165,29.5,Santa Martha Bay,Bay,November 2020
11/15/20,14:23:00,10593.37,640.898885,29.44,Santa Martha Bay,Bay,November 2020
11/15/20,14:33:00,14072.68,851.39714,29.5,Santa Martha Bay,Bay,November 2020
11/15/20,14:43:00,13351.09,807.740945,29.5,Santa Martha Bay,Bay,November 2020
11/15/20,14:53:00,11458.34,693.22957,29.5,Santa Martha Bay,Bay,November 2020
11/15/20,15:03:00,9123.39,551.965095,29.56,Santa Martha Bay,Bay,November 2020
11/15/20,15:13:00,11532.04,697.68842,29.63,Santa Martha Bay,Bay,November 2020
11/15/20,15:23:00,9912.65,599.715325,29.69,Santa Martha Bay,Bay,November 2020
11/15/20,15:33:00,8795.09,532.102945,29.69,Santa Martha Bay,Bay,November 2020
11/15/20,15:43:00,8393.76,507.82248,29.69,Santa Martha Bay,Bay,November 2020
11/15/20,15:53:00,7827.61,473.570405,29.69,Santa Martha Bay,Bay,November 2020
11/15/20,16:03:00,7181.73,434.494665,29.69,Santa Martha Bay,Bay,November 2020
11/15/20,16:13:00,6574.71,397.769955,29.69,Santa Martha Bay,Bay,November 2020
11/15/20,16:23:00,5782.77,349.857585,29.69,Santa Martha Bay,Bay,November 2020
11/15/20,16:33:00,5040.41,304.944805,29.63,Santa Martha Bay,Bay,November 2020
11/15/20,16:43:00,4726.18,285.93389,29.63,Santa Martha Bay,Bay,November 2020
11/15/20,16:53:00,4671.24,282.61002,29.69,Santa Martha Bay,Bay,November 2020
11/15/20,17:03:00,3321.19,200.931995,29.63,Santa Martha Bay,Bay,November 2020
11/15/20,17:13:00,3463.23,209.525415,29.56,Santa Martha Bay,Bay,November 2020
11/15/20,17:23:00,1605.32,97.12186,29.56,Santa Martha Bay,Bay,November 2020
11/15/20,17:33:00,761.79,46.088295,29.5,Santa Martha Bay,Bay,November 2020
11/15/20,17:43:00,590.94,35.75187,29.44,Santa Martha Bay,Bay,November 2020
11/15/20,17:53:00,595.63,36.035615,29.44,Santa Martha Bay,Bay,November 2020
11/15/20,18:03:00,456.27,27.604335,29.31,Santa Martha Bay,Bay,November 2020
11/15/20,18:13:00,278.72,16.86256,29.31,Santa Martha Bay,Bay,November 2020
11/15/20,18:23:00,112.56,6.80988,29.25,Santa Martha Bay,Bay,November 2020
11/15/20,18:33:00,27.47,1.661935,29.25,Santa Martha Bay,Bay,November 2020
11/15/20,18:43:00,2.68,0.16214,29.19,Santa Martha Bay,Bay,November 2020
11/16/20,6:43:00,1.34,0.08107,27.94,Santa Martha Bay,Bay,November 2020
11/16/20,6:53:00,17.42,1.05391,27.94,Santa Martha Bay,Bay,November 2020
11/16/20,7:03:00,88.44,5.35062,28,Santa Martha Bay,Bay,November 2020
11/16/20,7:13:00,248.57,15.038485,28.06,Santa Martha Bay,Bay,November 2020
11/16/20,7:23:00,447.56,27.07738,28,Santa Martha Bay,Bay,November 2020
11/16/20,7:33:00,546.72,33.07656,28.06,Santa Martha Bay,Bay,November 2020
11/16/20,7:43:00,632.48,38.26504,28.06,Santa Martha Bay,Bay,November 2020
11/16/20,7:53:00,456.27,27.604335,28,Santa Martha Bay,Bay,November 2020
11/16/20,8:03:00,1179.2,71.3416,28,Santa Martha Bay,Bay,November 2020
11/16/20,8:13:00,1569.14,94.93297,28,Santa Martha Bay,Bay,November 2020
11/16/20,8:23:00,1832.45,110.863225,28,Santa Martha Bay,Bay,November 2020
11/16/20,8:33:00,2186.21,132.265705,27.94,Santa Martha Bay,Bay,November 2020
11/16/20,8:43:00,2580.84,156.14082,27.94,Santa Martha Bay,Bay,November 2020
11/16/20,8:53:00,3240.12,196.02726,27.94,Santa Martha Bay,Bay,November 2020
11/16/20,9:03:00,3891.36,235.42728,28,Santa Martha Bay,Bay,November 2020
11/16/20,9:13:00,2779.16,168.13918,28,Santa Martha Bay,Bay,November 2020
11/16/20,9:23:00,3352.01,202.796605,28,Santa Martha Bay,Bay,November 2020
11/16/20,9:33:00,3277.64,198.29722,27.94,Santa Martha Bay,Bay,November 2020
11/16/20,9:43:00,2858.22,172.92231,27.94,Santa Martha Bay,Bay,November 2020
11/16/20,9:53:00,1933.62,116.98401,27.94,Santa Martha Bay,Bay,November 2020
11/16/20,10:03:00,1289.75,78.029875,27.94,Santa Martha Bay,Bay,November 2020
11/16/20,12:33:00,2444.83,147.912215,28.13,Santa Martha Bay,Bay,November 2020
11/16/20,12:43:00,3334.59,201.742695,28.13,Santa Martha Bay,Bay,November 2020
11/16/20,12:53:00,3493.38,211.34949,28.19,Santa Martha Bay,Bay,November 2020
11/16/20,13:03:00,3552.34,214.91657,28.06,Santa Martha Bay,Bay,November 2020
11/16/20,13:13:00,5585.12,337.89976,28.13,Santa Martha Bay,Bay,November 2020
11/16/20,13:23:00,6393.14,386.78497,28.19,Santa Martha Bay,Bay,November 2020
11/16/20,13:33:00,7457.1,451.15455,28.19,Santa Martha Bay,Bay,November 2020
11/16/20,13:43:00,8285.22,501.25581,28.19,Santa Martha Bay,Bay,November 2020
11/16/20,13:53:00,8284.55,501.215275,28.25,Santa Martha Bay,Bay,November 2020
11/16/20,14:03:00,5642.74,341.38577,28.19,Santa Martha Bay,Bay,November 2020
11/16/20,14:13:00,4205.59,254.438195,28.19,Santa Martha Bay,Bay,November 2020
11/16/20,14:23:00,3451.84,208.83632,28.19,Santa Martha Bay,Bay,November 2020
11/16/20,14:33:00,1611.35,97.486675,27.94,Santa Martha Bay,Bay,November 2020
11/16/20,14:43:00,1100.14,66.55847,27.75,Santa Martha Bay,Bay,November 2020
11/16/20,14:53:00,852.91,51.601055,27.69,Santa Martha Bay,Bay,November 2020
11/16/20,15:03:00,1501.47,90.838935,27.63,Santa Martha Bay,Bay,November 2020
11/16/20,15:13:00,2063.6,124.8478,27.69,Santa Martha Bay,Bay,November 2020
11/16/20,15:23:00,2967.43,179.529515,27.75,Santa Martha Bay,Bay,November 2020
11/16/20,15:33:00,3620.01,219.010605,27.69,Santa Martha Bay,Bay,November 2020
11/16/20,15:43:00,4523.17,273.651785,27.63,Santa Martha Bay,Bay,November 2020
11/16/20,15:53:00,4796.53,290.190065,27.69,Santa Martha Bay,Bay,November 2020
11/16/20,16:03:00,3788.85,229.225425,27.88,Santa Martha Bay,Bay,November 2020
11/16/20,16:13:00,3496.73,211.552165,28.13,Santa Martha Bay,Bay,November 2020
11/16/20,16:23:00,3605.94,218.15937,28.13,Santa Martha Bay,Bay,November 2020
11/16/20,16:33:00,3135.6,189.7038,28.06,Santa Martha Bay,Bay,November 2020
11/16/20,16:43:00,3059.89,185.123345,28,Santa Martha Bay,Bay,November 2020
11/16/20,16:53:00,3496.73,211.552165,28,Santa Martha Bay,Bay,November 2020
11/16/20,17:03:00,2857.55,172.881775,27.94,Santa Martha Bay,Bay,November 2020
11/16/20,17:13:00,1804.98,109.20129,27.88,Santa Martha Bay,Bay,November 2020
11/16/20,17:23:00,1301.14,78.71897,27.69,Santa Martha Bay,Bay,November 2020
11/16/20,17:33:00,1145.03,69.274315,27.5,Santa Martha Bay,Bay,November 2020
11/16/20,17:43:00,849.56,51.39838,27.56,Santa Martha Bay,Bay,November 2020
11/16/20,17:53:00,609.03,36.846315,27.5,Santa Martha Bay,Bay,November 2020
11/16/20,18:03:00,422.77,25.577585,27.44,Santa Martha Bay,Bay,November 2020
11/16/20,18:13:00,260.63,15.768115,27.44,Santa Martha Bay,Bay,November 2020
11/16/20,18:23:00,110.55,6.688275,27.44,Santa Martha Bay,Bay,November 2020
11/16/20,18:33:00,24.79,1.499795,27.38,Santa Martha Bay,Bay,November 2020
11/16/20,18:43:00,2.68,0.16214,27.31,Santa Martha Bay,Bay,November 2020
11/17/20,6:53:00,3.35,0.202675,26.31,Santa Martha Bay,Bay,November 2020
11/17/20,7:03:00,16.75,1.013375,26.19,Santa Martha Bay,Bay,November 2020
11/17/20,7:13:00,44.89,2.715845,26.31,Santa Martha Bay,Bay,November 2020
11/17/20,7:23:00,103.18,6.24239,26.38,Santa Martha Bay,Bay,November 2020
11/17/20,7:33:00,126.63,7.661115,26.44,Santa Martha Bay,Bay,November 2020
11/17/20,7:43:00,166.16,10.05268,26.5,Santa Martha Bay,Bay,November 2020
11/17/20,7:53:00,228.47,13.822435,26.94,Santa Martha Bay,Bay,November 2020
11/17/20,8:03:00,219.09,13.254945,27.31,Santa Martha Bay,Bay,November 2020
11/17/20,8:13:00,215.74,13.05227,27.69,Santa Martha Bay,Bay,November 2020
11/17/20,8:23:00,231.15,13.984575,27.75,Santa Martha Bay,Bay,November 2020
11/17/20,8:33:00,270.68,16.37614,28.06,Santa Martha Bay,Bay,November 2020
11/17/20,8:43:00,373.86,22.61853,28.06,Santa Martha Bay,Bay,November 2020
11/17/20,8:53:00,539.35,32.630675,27.44,Santa Martha Bay,Bay,November 2020
11/17/20,9:03:00,753.75,45.601875,27.69,Santa Martha Bay,Bay,November 2020
11/17/20,9:13:00,1015.72,61.45106,27.13,Santa Martha Bay,Bay,November 2020
11/17/20,9:23:00,1110.86,67.20703,26.56,Santa Martha Bay,Bay,November 2020
11/17/20,9:33:00,1069.32,64.69386,26.31,Santa Martha Bay,Bay,November 2020
11/17/20,9:43:00,1014.38,61.36999,26.31,Santa Martha Bay,Bay,November 2020
11/17/20,9:53:00,1179.2,71.3416,27.06,Santa Martha Bay,Bay,November 2020
11/17/20,10:03:00,1513.53,91.568565,27.63,Santa Martha Bay,Bay,November 2020
11/17/20,10:13:00,1960.42,118.60541,27.44,Santa Martha Bay,Bay,November 2020
11/17/20,10:23:00,2440.14,147.62847,26.69,Santa Martha Bay,Bay,November 2020
11/17/20,10:33:00,3338.61,201.985905,26.5,Santa Martha Bay,Bay,November 2020
11/17/20,10:43:00,3771.43,228.171515,26.44,Santa Martha Bay,Bay,November 2020
11/17/20,10:53:00,4523.84,273.69232,27,Santa Martha Bay,Bay,November 2020
11/17/20,11:03:00,4385.82,265.34211,27.19,Santa Martha Bay,Bay,November 2020
11/17/20,11:13:00,6074.22,367.49031,27,Santa Martha Bay,Bay,November 2020
11/17/20,11:23:00,6540.54,395.70267,27.56,Santa Martha Bay,Bay,November 2020
11/17/20,11:33:00,6801.17,411.470785,27.5,Santa Martha Bay,Bay,November 2020
11/17/20,11:43:00,7871.83,476.245715,27.81,Santa Martha Bay,Bay,November 2020
11/17/20,11:53:00,4612.95,279.083475,27.69,Santa Martha Bay,Bay,November 2020
11/17/20,12:03:00,6846.73,414.227165,27.75,Santa Martha Bay,Bay,November 2020
11/17/20,12:13:00,7975.68,482.52864,27.44,Santa Martha Bay,Bay,November 2020
11/17/20,12:23:00,7378.71,446.411955,27.44,Santa Martha Bay,Bay,November 2020
11/17/20,12:33:00,6676.55,403.931275,27.5,Santa Martha Bay,Bay,November 2020
11/17/20,12:43:00,6750.25,408.390125,27,Santa Martha Bay,Bay,November 2020
11/17/20,12:53:00,6976.71,422.090955,26.81,Santa Martha Bay,Bay,November 2020
11/17/20,13:03:00,6131.17,370.935785,26.81,Santa Martha Bay,Bay,November 2020
11/17/20,13:13:00,6350.93,384.231265,26.81,Santa Martha Bay,Bay,November 2020
11/17/20,13:23:00,7055.77,426.874085,26.75,Santa Martha Bay,Bay,November 2020
11/17/20,13:33:00,7709.69,466.436245,26.81,Santa Martha Bay,Bay,November 2020
11/17/20,13:43:00,5205.9,314.95695,26.69,Santa Martha Bay,Bay,November 2020
11/17/20,13:53:00,6420.61,388.446905,26.69,Santa Martha Bay,Bay,November 2020
11/17/20,14:03:00,7238.01,437.899605,26.75,Santa Martha Bay,Bay,November 2020
11/17/20,14:13:00,6335.52,383.29896,26.81,Santa Martha Bay,Bay,November 2020
11/17/20,14:23:00,7698.3,465.74715,26.88,Santa Martha Bay,Bay,November 2020
11/17/20,14:33:00,8621.56,521.60438,27,Santa Martha Bay,Bay,November 2020
11/17/20,14:43:00,7346.55,444.466275,27,Santa Martha Bay,Bay,November 2020
11/17/20,14:53:00,7781.38,470.77349,27.06,Santa Martha Bay,Bay,November 2020
11/17/20,15:03:00,7143.54,432.18417,27.13,Santa Martha Bay,Bay,November 2020
11/17/20,15:13:00,9727.06,588.48713,27.5,Santa Martha Bay,Bay,November 2020
11/17/20,15:23:00,9197.09,556.423945,28.31,Santa Martha Bay,Bay,November 2020
11/17/20,15:33:00,7928.11,479.650655,28.31,Santa Martha Bay,Bay,November 2020
11/17/20,15:43:00,6785.09,410.497945,28.44,Santa Martha Bay,Bay,November 2020
11/17/20,15:53:00,6176.73,373.692165,28.38,Santa Martha Bay,Bay,November 2020
11/17/20,16:03:00,4246.46,256.91083,28.06,Santa Martha Bay,Bay,November 2020
11/17/20,16:13:00,3748.65,226.793325,27.81,Santa Martha Bay,Bay,November 2020
11/17/20,16:23:00,3192.55,193.149275,27.38,Santa Martha Bay,Bay,November 2020
11/17/20,16:33:00,2834.77,171.503585,27.31,Santa Martha Bay,Bay,November 2020
11/17/20,16:43:00,2538.63,153.587115,27.44,Santa Martha Bay,Bay,November 2020
11/17/20,16:53:00,2308.15,139.643075,27.63,Santa Martha Bay,Bay,November 2020
11/17/20,17:03:00,1903.47,115.159935,27.81,Santa Martha Bay,Bay,November 2020
11/17/20,17:13:00,1553.06,93.96013,28,Santa Martha Bay,Bay,November 2020
11/17/20,17:23:00,1265.63,76.570615,28,Santa Martha Bay,Bay,November 2020
11/17/20,17:33:00,1016.39,61.491595,27.81,Santa Martha Bay,Bay,November 2020
11/17/20,17:43:00,842.86,50.99303,27.88,Santa Martha Bay,Bay,November 2020
11/17/20,17:53:00,650.57,39.359485,28,Santa Martha Bay,Bay,November 2020
11/17/20,18:03:00,410.71,24.847955,28,Santa Martha Bay,Bay,November 2020
11/17/20,18:13:00,188.27,11.390335,27.75,Santa Martha Bay,Bay,November 2020
11/17/20,18:23:00,79.73,4.823665,27.75,Santa Martha Bay,Bay,November 2020
11/17/20,18:33:00,18.09,1.094445,27.75,Santa Martha Bay,Bay,November 2020
11/17/20,18:43:00,2.01,0.121605,27.69,Santa Martha Bay,Bay,November 2020
11/18/20,6:43:00,2.68,0.16214,27.5,Santa Martha Bay,Bay,November 2020
11/18/20,6:53:00,29.48,1.78354,27.75,Santa Martha Bay,Bay,November 2020
11/18/20,7:03:00,105.86,6.40453,27.5,Santa Martha Bay,Bay,November 2020
11/18/20,7:13:00,226.46,13.70083,27.75,Santa Martha Bay,Bay,November 2020
11/18/20,7:23:00,325.62,19.70001,27.56,Santa Martha Bay,Bay,November 2020
11/18/20,7:33:00,440.86,26.67203,27.63,Santa Martha Bay,Bay,November 2020
11/18/20,7:43:00,594.96,35.99508,27.75,Santa Martha Bay,Bay,November 2020
11/18/20,7:53:00,919.91,55.654555,27.88,Santa Martha Bay,Bay,November 2020
11/18/20,8:03:00,1242.18,75.15189,27.94,Santa Martha Bay,Bay,November 2020
11/18/20,8:13:00,1503.48,90.96054,28,Santa Martha Bay,Bay,November 2020
11/18/20,8:23:00,2038.14,123.30747,27.94,Santa Martha Bay,Bay,November 2020
11/18/20,8:33:00,2711.49,164.045145,27.88,Santa Martha Bay,Bay,November 2020
11/18/20,8:43:00,3288.36,198.94578,27.81,Santa Martha Bay,Bay,November 2020
11/18/20,8:53:00,3849.15,232.873575,27.88,Santa Martha Bay,Bay,November 2020
11/18/20,9:03:00,4755.66,287.71743,27.94,Santa Martha Bay,Bay,November 2020
11/18/20,9:13:00,4775.76,288.93348,27.94,Santa Martha Bay,Bay,November 2020
11/18/20,9:23:00,4931.2,298.3376,27.94,Santa Martha Bay,Bay,November 2020
11/18/20,9:33:00,5340.57,323.104485,27.88,Santa Martha Bay,Bay,November 2020
11/18/20,9:43:00,6003.87,363.234135,27.75,Santa Martha Bay,Bay,November 2020
11/18/20,9:53:00,6641.04,401.78292,27.69,Santa Martha Bay,Bay,November 2020
11/18/20,10:03:00,7370.67,445.925535,27.81,Santa Martha Bay,Bay,November 2020
11/18/20,10:13:00,8799.78,532.38669,27.69,Santa Martha Bay,Bay,November 2020
11/18/20,10:23:00,8959.91,542.074555,28.06,Santa Martha Bay,Bay,November 2020
11/18/20,10:33:00,8448.03,511.105815,28.25,Santa Martha Bay,Bay,November 2020
11/18/20,10:43:00,6935.84,419.61832,28.06,Santa Martha Bay,Bay,November 2020
11/18/20,10:53:00,6192.14,374.62447,27.94,Santa Martha Bay,Bay,November 2020
11/18/20,11:03:00,6354.95,384.474475,27.94,Santa Martha Bay,Bay,November 2020
11/18/20,11:13:00,6252.44,378.27262,27.94,Santa Martha Bay,Bay,November 2020
11/18/20,11:23:00,8401.8,508.3089,28.19,Santa Martha Bay,Bay,November 2020
11/18/20,11:33:00,11400.72,689.74356,28.25,Santa Martha Bay,Bay,November 2020
11/18/20,11:43:00,12542.4,758.8152,28.06,Santa Martha Bay,Bay,November 2020
11/18/20,11:53:00,11833.54,715.92917,27.94,Santa Martha Bay,Bay,November 2020
11/18/20,12:03:00,12938.37,782.771385,27.88,Santa Martha Bay,Bay,November 2020
11/18/20,12:13:00,13203.02,798.78271,27.81,Santa Martha Bay,Bay,November 2020
11/18/20,12:23:00,9299.6,562.6258,27.44,Santa Martha Bay,Bay,November 2020
11/18/20,12:33:00,8362.27,505.917335,28.31,Santa Martha Bay,Bay,November 2020
11/18/20,12:43:00,8308.67,502.674535,27.94,Santa Martha Bay,Bay,November 2020
11/18/20,12:53:00,8647.02,523.14471,27.63,Santa Martha Bay,Bay,November 2020
11/18/20,13:03:00,9439.63,571.097615,27.69,Santa Martha Bay,Bay,November 2020
11/18/20,13:13:00,8660.42,523.95541,27.44,Santa Martha Bay,Bay,November 2020
11/18/20,13:23:00,6998.15,423.388075,27.63,Santa Martha Bay,Bay,November 2020
11/18/20,13:33:00,7871.16,476.20518,27.69,Santa Martha Bay,Bay,November 2020
11/18/20,13:43:00,8051.39,487.109095,28,Santa Martha Bay,Bay,November 2020
11/18/20,13:53:00,7568.32,457.88336,28,Santa Martha Bay,Bay,November 2020
11/18/20,14:03:00,6870.85,415.686425,28,Santa Martha Bay,Bay,November 2020
11/18/20,14:13:00,6614.91,400.202055,28.06,Santa Martha Bay,Bay,November 2020
11/18/20,14:23:00,6043.4,365.6257,28,Santa Martha Bay,Bay,November 2020
11/18/20,14:33:00,6571.36,397.56728,28,Santa Martha Bay,Bay,November 2020
11/18/20,14:43:00,6908.37,417.956385,28,Santa Martha Bay,Bay,November 2020
11/18/20,14:53:00,6838.02,413.70021,28.31,Santa Martha Bay,Bay,November 2020
11/18/20,15:03:00,7183.07,434.575735,28.38,Santa Martha Bay,Bay,November 2020
11/18/20,15:13:00,6541.88,395.78374,28.38,Santa Martha Bay,Bay,November 2020
11/18/20,15:23:00,5400.2,326.7121,28.25,Santa Martha Bay,Bay,November 2020
11/18/20,15:33:00,4728.86,286.09603,28.25,Santa Martha Bay,Bay,November 2020
11/18/20,15:43:00,4415.97,267.166185,28.19,Santa Martha Bay,Bay,November 2020
11/18/20,15:53:00,4312.12,260.88326,28.13,Santa Martha Bay,Bay,November 2020
11/18/20,16:03:00,4441.43,268.706515,28.06,Santa Martha Bay,Bay,November 2020
11/18/20,16:13:00,5125.5,310.09275,28.13,Santa Martha Bay,Bay,November 2020
11/18/20,16:23:00,5115.45,309.484725,28.13,Santa Martha Bay,Bay,November 2020
11/18/20,16:33:00,5376.75,325.293375,28,Santa Martha Bay,Bay,November 2020
11/18/20,16:43:00,5311.09,321.320945,27.94,Santa Martha Bay,Bay,November 2020
11/18/20,16:53:00,4700.05,284.353025,27.94,Santa Martha Bay,Bay,November 2020
11/18/20,17:03:00,3972.43,240.332015,28,Santa Martha Bay,Bay,November 2020
11/18/20,17:13:00,2965.42,179.40791,28,Santa Martha Bay,Bay,November 2020
11/18/20,17:23:00,1733.96,104.90458,28,Santa Martha Bay,Bay,November 2020
11/18/20,17:33:00,1164.46,70.44983,28,Santa Martha Bay,Bay,November 2020
11/18/20,17:43:00,941.35,56.951675,28.13,Santa Martha Bay,Bay,November 2020
11/18/20,17:53:00,713.55,43.169775,28.25,Santa Martha Bay,Bay,November 2020
11/18/20,18:03:00,495.8,29.9959,28.13,Santa Martha Bay,Bay,November 2020
11/18/20,18:13:00,296.81,17.957005,28.13,Santa Martha Bay,Bay,November 2020
11/18/20,18:23:00,128.64,7.78272,28.13,Santa Martha Bay,Bay,November 2020
11/18/20,18:33:00,28.14,1.70247,28.06,Santa Martha Bay,Bay,November 2020
11/18/20,18:43:00,3.35,0.202675,28.06,Santa Martha Bay,Bay,November 2020
11/19/20,6:43:00,8.71,0.526955,27.56,Santa Martha Bay,Bay,November 2020
11/19/20,6:53:00,47.57,2.877985,27.19,Santa Martha Bay,Bay,November 2020
11/19/20,7:03:00,162.14,9.80947,27,Santa Martha Bay,Bay,November 2020
11/19/20,7:13:00,432.15,26.145075,27.38,Santa Martha Bay,Bay,November 2020
11/19/20,7:23:00,806.68,48.80414,27.88,Santa Martha Bay,Bay,November 2020
11/19/20,7:33:00,1157.09,70.003945,28.06,Santa Martha Bay,Bay,November 2020
11/19/20,7:43:00,1160.44,70.20662,27.63,Santa Martha Bay,Bay,November 2020
11/19/20,7:53:00,1543.01,93.352105,27.75,Santa Martha Bay,Bay,November 2020
11/19/20,8:03:00,1788.9,108.22845,27.94,Santa Martha Bay,Bay,November 2020
11/19/20,8:13:00,1987.89,120.267345,28,Santa Martha Bay,Bay,November 2020
11/19/20,8:23:00,3278.98,198.37829,28.06,Santa Martha Bay,Bay,November 2020
11/19/20,8:33:00,2583.52,156.30296,27.94,Santa Martha Bay,Bay,November 2020
11/19/20,8:43:00,3484.67,210.822535,27.75,Santa Martha Bay,Bay,November 2020
11/19/20,8:53:00,4020,243.21,27.88,Santa Martha Bay,Bay,November 2020
11/19/20,9:03:00,3719.17,225.009785,27.63,Santa Martha Bay,Bay,November 2020
11/19/20,9:13:00,4045.46,244.75033,27.31,Santa Martha Bay,Bay,November 2020
11/19/20,9:23:00,5230.69,316.456745,27.69,Santa Martha Bay,Bay,November 2020
11/19/20,9:33:00,7524.1,455.20805,27.19,Santa Martha Bay,Bay,November 2020
11/19/20,9:43:00,8951.2,541.5476,27.13,Santa Martha Bay,Bay,November 2020
11/19/20,9:53:00,5662.17,342.561285,27.94,Santa Martha Bay,Bay,November 2020
11/19/20,10:03:00,5171.73,312.889665,27.31,Santa Martha Bay,Bay,November 2020
11/19/20,10:13:00,5345.26,323.38823,27.31,Santa Martha Bay,Bay,November 2020
11/19/20,10:23:00,7693.61,465.463405,28.13,Santa Martha Bay,Bay,November 2020
11/19/20,10:33:00,9813.49,593.716145,27.44,Santa Martha Bay,Bay,November 2020
11/19/20,10:43:00,10303.93,623.387765,27.38,Santa Martha Bay,Bay,November 2020
11/19/20,10:53:00,12615.43,763.233515,27.44,Santa Martha Bay,Bay,November 2020
11/19/20,11:03:00,15923.89,963.395345,27.63,Santa Martha Bay,Bay,November 2020
11/19/20,11:13:00,13401.34,810.78107,27.69,Santa Martha Bay,Bay,November 2020
11/19/20,11:23:00,13442.88,813.29424,27.75,Santa Martha Bay,Bay,November 2020
11/19/20,11:33:00,15902.45,962.098225,27.75,Santa Martha Bay,Bay,November 2020
11/19/20,11:43:00,14761.44,893.06712,27.81,Santa Martha Bay,Bay,November 2020
11/19/20,11:53:00,13272.7,802.99835,27.81,Santa Martha Bay,Bay,November 2020
11/19/20,12:03:00,15474.32,936.19636,27.88,Santa Martha Bay,Bay,November 2020
11/19/20,12:13:00,16069.95,972.231975,27.94,Santa Martha Bay,Bay,November 2020
11/19/20,12:23:00,12462.67,753.991535,28.19,Santa Martha Bay,Bay,November 2020
11/19/20,12:33:00,10514.31,636.115755,28.06,Santa Martha Bay,Bay,November 2020
11/19/20,12:43:00,13704.18,829.10289,28.13,Santa Martha Bay,Bay,November 2020
11/19/20,12:53:00,9880.49,597.769645,28.13,Santa Martha Bay,Bay,November 2020
11/19/20,13:03:00,9733.76,588.89248,28.19,Santa Martha Bay,Bay,November 2020
11/19/20,13:13:00,12086.13,731.210865,28.19,Santa Martha Bay,Bay,November 2020
11/19/20,13:23:00,13843.54,837.53417,28.31,Santa Martha Bay,Bay,November 2020
11/19/20,13:33:00,10966.56,663.47688,28.25,Santa Martha Bay,Bay,November 2020
