Date,Time,PAR_uncal,PAR_cal,°C,Site,Habitat,Timepoint
3/12/20,18:12:00,796,67.1824,26.5,Santa Martha Bay,Bay,March 2020
3/12/20,18:17:00,693,58.4892,26.5,Santa Martha Bay,Bay,March 2020
3/12/20,18:22:00,553,46.6732,26.5,Santa Martha Bay,Bay,March 2020
3/12/20,18:27:00,418,35.2792,26.5,Santa Martha Bay,Bay,March 2020
3/12/20,18:32:00,267,22.5348,26.5,Santa Martha Bay,Bay,March 2020
3/12/20,18:37:00,167,14.0948,26.56,Santa Martha Bay,Bay,March 2020
3/12/20,18:42:00,103,8.6932,26.56,Santa Martha Bay,Bay,March 2020
3/12/20,18:47:00,77,6.4988,26.56,Santa Martha Bay,Bay,March 2020
3/12/20,18:52:00,39,3.2916,26.5,Santa Martha Bay,Bay,March 2020
3/12/20,18:57:00,14,1.1816,26.5,Santa Martha Bay,Bay,March 2020
3/12/20,19:02:00,5,0.422,26.5,Santa Martha Bay,Bay,March 2020
3/12/20,19:07:00,1,0.0844,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,6:32:00,5,0.422,26.25,Santa Martha Bay,Bay,March 2020
3/13/20,6:37:00,16,1.3504,26.19,Santa Martha Bay,Bay,March 2020
3/13/20,6:42:00,43,3.6292,26.19,Santa Martha Bay,Bay,March 2020
3/13/20,6:47:00,93,7.8492,26.19,Santa Martha Bay,Bay,March 2020
3/13/20,6:52:00,166,14.0104,26.25,Santa Martha Bay,Bay,March 2020
3/13/20,6:57:00,241,20.3404,26.25,Santa Martha Bay,Bay,March 2020
3/13/20,7:02:00,339,28.6116,26.25,Santa Martha Bay,Bay,March 2020
3/13/20,7:07:00,418,35.2792,26.25,Santa Martha Bay,Bay,March 2020
3/13/20,7:12:00,513,43.2972,26.25,Santa Martha Bay,Bay,March 2020
3/13/20,7:17:00,635,53.594,26.25,Santa Martha Bay,Bay,March 2020
3/13/20,7:22:00,752,63.4688,26.25,Santa Martha Bay,Bay,March 2020
3/13/20,7:27:00,1069,90.2236,26.25,Santa Martha Bay,Bay,March 2020
3/13/20,7:32:00,1213,102.3772,26.25,Santa Martha Bay,Bay,March 2020
3/13/20,7:37:00,1471,124.1524,26.25,Santa Martha Bay,Bay,March 2020
3/13/20,7:42:00,1582,133.5208,26.19,Santa Martha Bay,Bay,March 2020
3/13/20,7:47:00,1812,152.9328,26.19,Santa Martha Bay,Bay,March 2020
3/13/20,7:52:00,2068,174.5392,26.13,Santa Martha Bay,Bay,March 2020
3/13/20,7:57:00,2217,187.1148,26.13,Santa Martha Bay,Bay,March 2020
3/13/20,8:02:00,2504,211.3376,26.13,Santa Martha Bay,Bay,March 2020
3/13/20,8:07:00,2612,220.4528,26.13,Santa Martha Bay,Bay,March 2020
3/13/20,8:12:00,3180,268.392,26.13,Santa Martha Bay,Bay,March 2020
3/13/20,8:17:00,3132,264.3408,26.19,Santa Martha Bay,Bay,March 2020
3/13/20,8:22:00,3741,315.7404,26.19,Santa Martha Bay,Bay,March 2020
3/13/20,8:27:00,3776,318.6944,26.19,Santa Martha Bay,Bay,March 2020
3/13/20,8:32:00,4238,357.6872,26.19,Santa Martha Bay,Bay,March 2020
3/13/20,8:37:00,4437,374.4828,26.25,Santa Martha Bay,Bay,March 2020
3/13/20,8:42:00,4671,394.2324,26.25,Santa Martha Bay,Bay,March 2020
3/13/20,8:47:00,4936,416.5984,26.25,Santa Martha Bay,Bay,March 2020
3/13/20,8:52:00,4427,373.6388,26.25,Santa Martha Bay,Bay,March 2020
3/13/20,8:57:00,5725,483.19,26.31,Santa Martha Bay,Bay,March 2020
3/13/20,9:02:00,5556,468.9264,26.31,Santa Martha Bay,Bay,March 2020
3/13/20,9:07:00,6488,547.5872,26.31,Santa Martha Bay,Bay,March 2020
3/13/20,9:12:00,6731,568.0964,26.31,Santa Martha Bay,Bay,March 2020
3/13/20,9:17:00,7037,593.9228,26.38,Santa Martha Bay,Bay,March 2020
3/13/20,9:22:00,5184,437.5296,26.31,Santa Martha Bay,Bay,March 2020
3/13/20,9:27:00,6908,583.0352,26.38,Santa Martha Bay,Bay,March 2020
3/13/20,9:32:00,7671,647.4324,26.38,Santa Martha Bay,Bay,March 2020
3/13/20,9:37:00,8180,690.392,26.38,Santa Martha Bay,Bay,March 2020
3/13/20,9:42:00,7027,593.0788,26.38,Santa Martha Bay,Bay,March 2020
3/13/20,9:47:00,5818,491.0392,26.38,Santa Martha Bay,Bay,March 2020
3/13/20,9:52:00,7043,594.4292,26.38,Santa Martha Bay,Bay,March 2020
3/13/20,9:57:00,9376,791.3344,26.38,Santa Martha Bay,Bay,March 2020
3/13/20,10:02:00,8888,750.1472,26.38,Santa Martha Bay,Bay,March 2020
3/13/20,10:07:00,8378,707.1032,26.38,Santa Martha Bay,Bay,March 2020
3/13/20,10:12:00,8045,678.998,26.38,Santa Martha Bay,Bay,March 2020
3/13/20,10:17:00,10946,923.8424,26.44,Santa Martha Bay,Bay,March 2020
3/13/20,10:22:00,11129,939.2876,26.44,Santa Martha Bay,Bay,March 2020
3/13/20,10:27:00,11391,961.4004,26.44,Santa Martha Bay,Bay,March 2020
3/13/20,10:32:00,11930,1006.892,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,10:37:00,11074,934.6456,26.44,Santa Martha Bay,Bay,March 2020
3/13/20,10:42:00,12304,1038.4576,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,10:47:00,11949,1008.4956,26.44,Santa Martha Bay,Bay,March 2020
3/13/20,10:52:00,13222,1115.9368,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,10:57:00,11107,937.4308,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,11:02:00,13605,1148.262,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,11:07:00,12668,1069.1792,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,11:12:00,14037,1184.7228,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,11:17:00,14068,1187.3392,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,11:22:00,14168,1195.7792,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,11:27:00,14453,1219.8332,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,11:32:00,14972,1263.6368,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,11:37:00,14379,1213.5876,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,11:42:00,14244,1202.1936,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,11:47:00,15213,1283.9772,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,11:52:00,14866,1254.6904,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,11:57:00,15611,1317.5684,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,12:02:00,11988,1011.7872,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,12:07:00,8175,689.97,26.44,Santa Martha Bay,Bay,March 2020
3/13/20,12:12:00,10383,876.3252,26.44,Santa Martha Bay,Bay,March 2020
3/13/20,12:17:00,13469,1136.7836,26.44,Santa Martha Bay,Bay,March 2020
3/13/20,12:22:00,15763,1330.3972,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,12:27:00,15052,1270.3888,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,12:32:00,12498,1054.8312,26.44,Santa Martha Bay,Bay,March 2020
3/13/20,12:37:00,9155,772.682,26.44,Santa Martha Bay,Bay,March 2020
3/13/20,12:42:00,14666,1237.8104,26.44,Santa Martha Bay,Bay,March 2020
3/13/20,12:47:00,13346,1126.4024,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,12:52:00,12948,1092.8112,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,12:57:00,14050,1185.82,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,13:02:00,9608,810.9152,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,13:07:00,16999,1434.7156,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,13:12:00,16803,1418.1732,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,13:17:00,16168,1364.5792,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,13:22:00,16491,1391.8404,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,13:27:00,16912,1427.3728,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,13:32:00,14692,1240.0048,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,13:37:00,16536,1395.6384,26.56,Santa Martha Bay,Bay,March 2020
3/13/20,13:42:00,16742,1413.0248,26.56,Santa Martha Bay,Bay,March 2020
3/13/20,13:47:00,15847,1337.4868,26.56,Santa Martha Bay,Bay,March 2020
3/13/20,13:52:00,15985,1349.134,26.56,Santa Martha Bay,Bay,March 2020
3/13/20,13:57:00,12565,1060.486,26.56,Santa Martha Bay,Bay,March 2020
3/13/20,14:02:00,5398,455.5912,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,14:07:00,11161,941.9884,26.56,Santa Martha Bay,Bay,March 2020
3/13/20,14:12:00,15616,1317.9904,26.56,Santa Martha Bay,Bay,March 2020
3/13/20,14:17:00,7344,619.8336,26.56,Santa Martha Bay,Bay,March 2020
3/13/20,14:22:00,6932,585.0608,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,14:27:00,5421,457.5324,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,14:32:00,6207,523.8708,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,14:37:00,6056,511.1264,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,14:42:00,14584,1230.8896,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,14:47:00,7552,637.3888,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,14:52:00,3982,336.0808,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,14:57:00,5251,443.1844,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,15:02:00,13397,1130.7068,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,15:07:00,6113,515.9372,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,15:12:00,9024,761.6256,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,15:17:00,10416,879.1104,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,15:22:00,9893,834.9692,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,15:27:00,8397,708.7068,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,15:32:00,7818,659.8392,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,15:37:00,6530,551.132,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,15:42:00,8577,723.8988,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,15:47:00,3412,287.9728,26.44,Santa Martha Bay,Bay,March 2020
3/13/20,15:52:00,8449,713.0956,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,15:57:00,10590,893.796,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,16:02:00,8071,681.1924,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,16:07:00,9574,808.0456,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,16:12:00,9317,786.3548,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,16:17:00,8821,744.4924,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,16:22:00,8240,695.456,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,16:27:00,5653,477.1132,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,16:32:00,7164,604.6416,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,16:37:00,3772,318.3568,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,16:42:00,5831,492.1364,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,16:47:00,5657,477.4508,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,16:52:00,5156,435.1664,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,16:57:00,3900,329.16,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,17:02:00,2075,175.13,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,17:07:00,2264,191.0816,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,17:12:00,4356,367.6464,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,17:17:00,3355,283.162,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,17:22:00,3269,275.9036,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,17:27:00,3362,283.7528,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,17:32:00,3030,255.732,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,17:37:00,2801,236.4044,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,17:42:00,2431,205.1764,26.5,Santa Martha Bay,Bay,March 2020
3/13/20,17:47:00,2142,180.7848,26.44,Santa Martha Bay,Bay,March 2020
3/13/20,17:52:00,1846,155.8024,26.44,Santa Martha Bay,Bay,March 2020
3/13/20,17:57:00,1623,136.9812,26.44,Santa Martha Bay,Bay,March 2020
3/13/20,18:02:00,1380,116.472,26.44,Santa Martha Bay,Bay,March 2020
3/13/20,18:07:00,1137,95.9628,26.44,Santa Martha Bay,Bay,March 2020
3/13/20,18:12:00,940,79.336,26.44,Santa Martha Bay,Bay,March 2020
3/13/20,18:17:00,755,63.722,26.44,Santa Martha Bay,Bay,March 2020
3/13/20,18:22:00,599,50.5556,26.44,Santa Martha Bay,Bay,March 2020
3/13/20,18:27:00,466,39.3304,26.44,Santa Martha Bay,Bay,March 2020
3/13/20,18:32:00,343,28.9492,26.38,Santa Martha Bay,Bay,March 2020
3/13/20,18:37:00,237,20.0028,26.38,Santa Martha Bay,Bay,March 2020
3/13/20,18:42:00,151,12.7444,26.44,Santa Martha Bay,Bay,March 2020
3/13/20,18:47:00,85,7.174,26.44,Santa Martha Bay,Bay,March 2020
3/13/20,18:52:00,40,3.376,26.44,Santa Martha Bay,Bay,March 2020
3/13/20,18:57:00,15,1.266,26.44,Santa Martha Bay,Bay,March 2020
3/13/20,19:02:00,5,0.422,26.44,Santa Martha Bay,Bay,March 2020
3/13/20,19:07:00,1,0.0844,26.44,Santa Martha Bay,Bay,March 2020
3/14/20,6:27:00,1,0.0844,26.31,Santa Martha Bay,Bay,March 2020
3/14/20,6:32:00,7,0.5908,26.31,Santa Martha Bay,Bay,March 2020
3/14/20,6:37:00,23,1.9412,26.31,Santa Martha Bay,Bay,March 2020
3/14/20,6:42:00,57,4.8108,26.31,Santa Martha Bay,Bay,March 2020
3/14/20,6:47:00,114,9.6216,26.31,Santa Martha Bay,Bay,March 2020
3/14/20,6:52:00,187,15.7828,26.31,Santa Martha Bay,Bay,March 2020
3/14/20,6:57:00,266,22.4504,26.31,Santa Martha Bay,Bay,March 2020
3/14/20,7:02:00,343,28.9492,26.31,Santa Martha Bay,Bay,March 2020
3/14/20,7:07:00,570,48.108,26.31,Santa Martha Bay,Bay,March 2020
3/14/20,7:12:00,599,50.5556,26.31,Santa Martha Bay,Bay,March 2020
3/14/20,7:17:00,609,51.3996,26.31,Santa Martha Bay,Bay,March 2020
3/14/20,7:22:00,844,71.2336,26.31,Santa Martha Bay,Bay,March 2020
3/14/20,7:27:00,1215,102.546,26.31,Santa Martha Bay,Bay,March 2020
3/14/20,7:32:00,1551,130.9044,26.31,Santa Martha Bay,Bay,March 2020
3/14/20,7:37:00,1562,131.8328,26.31,Santa Martha Bay,Bay,March 2020
3/14/20,7:42:00,1789,150.9916,26.31,Santa Martha Bay,Bay,March 2020
3/14/20,7:47:00,2036,171.8384,26.38,Santa Martha Bay,Bay,March 2020
3/14/20,7:52:00,2126,179.4344,26.38,Santa Martha Bay,Bay,March 2020
3/14/20,7:57:00,2592,218.7648,26.38,Santa Martha Bay,Bay,March 2020
3/14/20,8:02:00,3000,253.2,26.38,Santa Martha Bay,Bay,March 2020
3/14/20,8:07:00,2086,176.0584,26.38,Santa Martha Bay,Bay,March 2020
3/14/20,8:12:00,3320,280.208,26.38,Santa Martha Bay,Bay,March 2020
3/14/20,8:17:00,3082,260.1208,26.38,Santa Martha Bay,Bay,March 2020
3/14/20,8:22:00,4282,361.4008,26.38,Santa Martha Bay,Bay,March 2020
3/14/20,8:27:00,3449,291.0956,26.38,Santa Martha Bay,Bay,March 2020
3/14/20,8:32:00,3470,292.868,26.38,Santa Martha Bay,Bay,March 2020
3/14/20,8:37:00,3043,256.8292,26.38,Santa Martha Bay,Bay,March 2020
3/14/20,8:42:00,4457,376.1708,26.38,Santa Martha Bay,Bay,March 2020
3/14/20,8:47:00,4560,384.864,26.44,Santa Martha Bay,Bay,March 2020
3/14/20,8:52:00,6530,551.132,26.44,Santa Martha Bay,Bay,March 2020
3/14/20,8:57:00,3943,332.7892,26.44,Santa Martha Bay,Bay,March 2020
3/14/20,9:02:00,6225,525.39,26.44,Santa Martha Bay,Bay,March 2020
3/14/20,9:07:00,6175,521.17,26.44,Santa Martha Bay,Bay,March 2020
3/14/20,9:12:00,7065,596.286,26.44,Santa Martha Bay,Bay,March 2020
3/14/20,9:17:00,7501,633.0844,26.44,Santa Martha Bay,Bay,March 2020
3/14/20,9:22:00,8088,682.6272,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,9:27:00,9035,762.554,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,9:32:00,9671,816.2324,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,9:37:00,8708,734.9552,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,9:42:00,7541,636.4604,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,9:47:00,5780,487.832,26.44,Santa Martha Bay,Bay,March 2020
3/14/20,9:52:00,10528,888.5632,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,9:57:00,11012,929.4128,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,10:02:00,6770,571.388,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,10:07:00,7569,638.8236,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,10:12:00,11587,977.9428,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,10:17:00,6673,563.2012,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,10:22:00,10586,893.4584,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,10:27:00,10704,903.4176,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,10:32:00,12049,1016.9356,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,10:37:00,11900,1004.36,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,10:42:00,12370,1044.028,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,10:47:00,13667,1153.4948,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,10:52:00,14161,1195.1884,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,10:57:00,15142,1277.9848,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,11:02:00,13709,1157.0396,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,11:07:00,13773,1162.4412,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,11:12:00,10048,848.0512,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,11:17:00,14956,1262.2864,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,11:22:00,14940,1260.936,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,11:27:00,14917,1258.9948,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,11:32:00,14905,1257.982,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,11:37:00,15615,1317.906,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,11:42:00,15216,1284.2304,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,11:47:00,15205,1283.302,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,11:52:00,15609,1317.3996,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,11:57:00,13868,1170.4592,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,12:02:00,15136,1277.4784,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,12:07:00,8981,757.9964,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,12:12:00,10991,927.6404,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,12:17:00,11682,985.9608,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,12:22:00,16423,1386.1012,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,12:27:00,14811,1250.0484,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,12:32:00,15756,1329.8064,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,12:37:00,13517,1140.8348,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,12:42:00,14551,1228.1044,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,12:47:00,16001,1350.4844,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,12:52:00,17365,1465.606,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,12:57:00,16085,1357.574,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,13:02:00,14801,1249.2044,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,13:07:00,15511,1309.1284,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,13:12:00,14693,1240.0892,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,13:17:00,16878,1424.5032,26.63,Santa Martha Bay,Bay,March 2020
3/14/20,13:22:00,11209,946.0396,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,13:27:00,10136,855.4784,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,13:32:00,12472,1052.6368,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,13:37:00,17915,1512.026,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,13:42:00,14631,1234.8564,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,13:47:00,7509,633.7596,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,13:52:00,13680,1154.592,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,13:57:00,11740,990.856,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,14:02:00,8757,739.0908,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,14:07:00,17796,1501.9824,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,14:12:00,10043,847.6292,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,14:17:00,16865,1423.406,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,14:22:00,16264,1372.6816,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,14:27:00,13476,1137.3744,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,14:32:00,10252,865.2688,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,14:37:00,12224,1031.7056,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,14:42:00,7281,614.5164,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,14:47:00,10535,889.154,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,14:52:00,15680,1323.392,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,14:57:00,7037,593.9228,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,15:02:00,12606,1063.9464,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,15:07:00,8499,717.3156,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,15:12:00,7093,598.6492,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,15:17:00,4719,398.2836,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,15:22:00,3767,317.9348,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,15:27:00,2320,195.808,26.44,Santa Martha Bay,Bay,March 2020
3/14/20,15:32:00,3462,292.1928,26.44,Santa Martha Bay,Bay,March 2020
3/14/20,15:37:00,10990,927.556,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,15:42:00,11609,979.7996,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,15:47:00,11063,933.7172,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,15:52:00,9180,774.792,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,15:57:00,10242,864.4248,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,16:02:00,9957,840.3708,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,16:07:00,9111,768.9684,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,16:12:00,7456,629.2864,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,16:17:00,6958,587.2552,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,16:22:00,8073,681.3612,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,16:27:00,7747,653.8468,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,16:32:00,7349,620.2556,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,16:37:00,7134,602.1096,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,16:42:00,6966,587.9304,26.56,Santa Martha Bay,Bay,March 2020
3/14/20,16:47:00,6646,560.9224,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,16:52:00,6142,518.3848,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,16:57:00,5526,466.3944,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,17:02:00,5329,449.7676,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,17:07:00,4451,375.6644,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,17:12:00,4822,406.9768,26.5,Santa Martha Bay,Bay,March 2020
3/14/20,17:17:00,4346,366.8024,26.44,Santa Martha Bay,Bay,March 2020
3/14/20,17:22:00,3940,332.536,26.44,Santa Martha Bay,Bay,March 2020
3/14/20,17:27:00,3013,254.2972,26.44,Santa Martha Bay,Bay,March 2020
3/14/20,17:32:00,3282,277.0008,26.44,Santa Martha Bay,Bay,March 2020
3/14/20,17:37:00,3079,259.8676,26.44,Santa Martha Bay,Bay,March 2020
3/14/20,17:42:00,2717,229.3148,26.44,Santa Martha Bay,Bay,March 2020
3/14/20,17:47:00,2433,205.3452,26.38,Santa Martha Bay,Bay,March 2020
3/14/20,17:52:00,2121,179.0124,26.38,Santa Martha Bay,Bay,March 2020
3/14/20,17:57:00,1754,148.0376,26.38,Santa Martha Bay,Bay,March 2020
3/14/20,18:02:00,1307,110.3108,26.38,Santa Martha Bay,Bay,March 2020
3/14/20,18:07:00,1120,94.528,26.38,Santa Martha Bay,Bay,March 2020
3/14/20,18:12:00,1042,87.9448,26.38,Santa Martha Bay,Bay,March 2020
3/14/20,18:17:00,842,71.0648,26.38,Santa Martha Bay,Bay,March 2020
3/14/20,18:22:00,661,55.7884,26.38,Santa Martha Bay,Bay,March 2020
3/14/20,18:27:00,500,42.2,26.38,Santa Martha Bay,Bay,March 2020
3/14/20,18:32:00,365,30.806,26.38,Santa Martha Bay,Bay,March 2020
3/14/20,18:37:00,251,21.1844,26.38,Santa Martha Bay,Bay,March 2020
3/14/20,18:42:00,161,13.5884,26.38,Santa Martha Bay,Bay,March 2020
3/14/20,18:47:00,92,7.7648,26.38,Santa Martha Bay,Bay,March 2020
3/14/20,18:52:00,43,3.6292,26.38,Santa Martha Bay,Bay,March 2020
3/14/20,18:57:00,16,1.3504,26.38,Santa Martha Bay,Bay,March 2020
3/14/20,19:02:00,5,0.422,26.38,Santa Martha Bay,Bay,March 2020
3/14/20,19:07:00,1,0.0844,26.38,Santa Martha Bay,Bay,March 2020
3/15/20,6:32:00,6,0.5064,26.19,Santa Martha Bay,Bay,March 2020
3/15/20,6:37:00,21,1.7724,26.19,Santa Martha Bay,Bay,March 2020
3/15/20,6:42:00,54,4.5576,26.19,Santa Martha Bay,Bay,March 2020
3/15/20,6:47:00,101,8.5244,26.19,Santa Martha Bay,Bay,March 2020
3/15/20,6:52:00,171,14.4324,26.13,Santa Martha Bay,Bay,March 2020
3/15/20,6:57:00,262,22.1128,26.19,Santa Martha Bay,Bay,March 2020
3/15/20,7:02:00,344,29.0336,26.13,Santa Martha Bay,Bay,March 2020
3/15/20,7:07:00,421,35.5324,26.13,Santa Martha Bay,Bay,March 2020
